time_s,acc_x_g,disp_top_mm,disp_mid_mm
7.15,0.059135,0.184259,0.135123
7.16,0.064255,0.210790,0.154579
7.17,0.068063,0.239617,0.175719
7.18,0.070493,0.270154,0.198113
7.19,0.071515,0.301781,0.221306
7.20,0.071133,0.333865,0.244835
7.21,0.069388,0.365779,0.268238
7.22,0.066355,0.396911,0.291067
7.23,0.062140,0.426681,0.312899
7.24,0.056873,0.454559,0.333344
7.25,0.050711,0.480075,0.352056
7.26,0.043825,0.502827,0.368740
7.27,0.036398,0.522490,0.383159
7.28,0.028620,0.538820,0.395134
7.29,0.020677,0.551660,0.404551
7.30,0.012753,0.560937,0.411353
7.31,0.005016,0.566658,0.415550
7.32,-0.002379,0.568909,0.417200
7.33,-0.009301,0.567841,0.416417
7.34,-0.015640,0.563669,0.413357
7.35,-0.021315,0.556652,0.408212
7.36,-0.026271,0.547089,0.401199
7.37,-0.030481,0.535302,0.392555
7.38,-0.033945,0.521627,0.382527
7.39,-0.036687,0.506398,0.371359
7.40,-0.038755,0.489938,0.359288
7.41,-0.040213,0.472551,0.346537
7.42,-0.041141,0.454509,0.333307
7.43,-0.041628,0.436052,0.319771
7.44,-0.041769,0.417375,0.306075
7.45,-0.041656,0.398635,0.292332
7.46,-0.041379,0.379947,0.278628
7.47,-0.041017,0.361382,0.265014
7.48,-0.040637,0.342979,0.251518
7.49,-0.040288,0.324748,0.238148
7.50,-0.040000,0.306672,0.224893
7.51,-0.039785,0.288726,0.211733
7.52,-0.039632,0.270877,0.198643
7.53,-0.039511,0.253096,0.185604
7.54,-0.039372,0.235370,0.172605
7.55,-0.039150,0.217705,0.159651
7.56,-0.038764,0.200141,0.146769
7.57,-0.038128,0.182749,0.134016
7.58,-0.037147,0.165643,0.121471
7.59,-0.035727,0.148977,0.109250
7.60,-0.033781,0.132948,0.097496
7.61,-0.031228,0.117793,0.086381
7.62,-0.028004,0.103782,0.076107
7.63,-0.024062,0.091218,0.066893
7.64,-0.019378,0.080423,0.058977
7.65,-0.013952,0.071729,0.052601
7.66,-0.007813,0.065469,0.048011
7.67,-0.001013,0.061964,0.045440
7.68,0.006363,0.061509,0.045107
7.69,0.014208,0.064364,0.047200
7.70,0.022388,0.070738,0.051875
7.71,0.030750,0.080783,0.059241
7.72,0.039123,0.094578,0.069357
7.73,0.047326,0.112132,0.082230
7.74,0.055171,0.133364,0.097801
7.75,0.062467,0.158116,0.115952
7.76,0.069032,0.186142,0.136504
7.77,0.074693,0.217114,0.159217
7.78,0.079296,0.250625,0.183791
7.79,0.082708,0.286201,0.209880
7.80,0.084824,0.323308,0.237093
7.81,0.085568,0.361364,0.265001
7.82,0.084899,0.399754,0.293153
7.83,0.082813,0.437845,0.321086
7.84,0.079340,0.474999,0.348332
7.85,0.074545,0.510594,0.374435
7.86,0.068528,0.544039,0.398962
7.87,0.061421,0.574783,0.421508
7.88,0.053382,0.602341,0.441716
7.89,0.044590,0.626290,0.459279
7.90,0.035246,0.646295,0.473950
7.91,0.025557,0.662109,0.485546
7.92,0.015739,0.673575,0.493955
7.93,0.006005,0.680636,0.499133
7.94,-0.003439,0.683331,0.501109
7.95,-0.012401,0.681787,0.499978
7.96,-0.020707,0.676223,0.495897
7.97,-0.028206,0.666933,0.489084
7.98,-0.034774,0.654278,0.479804
7.99,-0.040319,0.638677,0.468364
8.00,-0.044778,0.620589,0.455098
8.01,-0.048121,0.600499,0.440366
8.02,-0.050352,0.578909,0.424534
8.03,-0.051501,0.556319,0.407967
8.04,-0.051630,0.533213,0.391022
8.05,-0.050822,0.510049,0.374037
8.06,-0.049182,0.487248,0.357315
8.07,-0.046829,0.465182,0.341134
8.08,-0.043891,0.444172,0.325727
8.09,-0.040503,0.424481,0.311286
8.10,-0.036798,0.406309,0.297960
8.11,-0.032903,0.389800,0.285853
8.12,-0.028934,0.375038,0.275027
8.13,-0.024995,0.362057,0.265508
8.14,-0.021168,0.350842,0.257285
8.15,-0.017518,0.341346,0.250320
8.16,-0.014087,0.333487,0.244556
8.17,-0.010894,0.327167,0.239922
8.18,-0.007939,0.322278,0.236338
8.19,-0.005197,0.318717,0.233726
8.20,-0.002630,0.316385,0.232016
8.21,-0.000181,0.315206,0.231150
8.22,0.002215,0.315124,0.231091
8.23,0.004631,0.316118,0.231819
8.24,0.007141,0.318196,0.233344
8.25,0.009817,0.321400,0.235693
8.26,0.012723,0.325804,0.238923
8.27,0.015913,0.331512,0.243108
8.28,0.019422,0.338651,0.248344
8.29,0.023269,0.347365,0.254734
8.30,0.027451,0.357804,0.262390
8.31,0.031942,0.370120,0.271422
8.32,0.036693,0.384451,0.281932
8.33,0.041630,0.400914,0.294003
8.34,0.046660,0.419590,0.307700
8.35,0.051670,0.440524,0.323052
8.36,0.056531,0.463707,0.340052
8.37,0.061104,0.489069,0.358651
8.38,0.065241,0.516484,0.378754
8.39,0.068793,0.545754,0.400220
8.40,0.071616,0.576618,0.422854
8.41,0.073574,0.608748,0.446416
8.42,0.074547,0.641758,0.470622
8.43,0.074434,0.675203,0.495149
8.44,0.073157,0.708598,0.519638
8.45,0.070670,0.741420,0.543708
8.46,0.066953,0.773126,0.566959
8.47,0.062023,0.803164,0.588988
8.48,0.055927,0.830992,0.609393
8.49,0.048748,0.856083,0.627794
8.50,0.040599,0.877953,0.643833
8.51,0.031624,0.896168,0.657190
8.52,0.021989,0.910356,0.667594
8.53,0.011885,0.920222,0.674829
8.54,0.001518,0.925554,0.678740
8.55,-0.008899,0.926235,0.679239
8.56,-0.019146,0.922242,0.676311
8.57,-0.029007,0.913652,0.670012
8.58,-0.038274,0.900638,0.660468
8.59,-0.046755,0.883467,0.647876
8.60,-0.054278,0.862490,0.632493
8.61,-0.060697,0.838138,0.614635
8.62,-0.065894,0.810906,0.594665
8.63,-0.069785,0.781343,0.572985
8.64,-0.072320,0.750034,0.550025
8.65,-0.073486,0.717588,0.526231
8.66,-0.073302,0.684618,0.502053
8.67,-0.071823,0.651731,0.477936
8.68,-0.069135,0.619508,0.454306
8.69,-0.065351,0.588490,0.431559
8.70,-0.060609,0.559170,0.410058
8.71,-0.055064,0.531978,0.390117
8.72,-0.048883,0.507274,0.372001
8.73,-0.042243,0.485343,0.355918
8.74,-0.035319,0.466391,0.342020
8.75,-0.028284,0.450544,0.330400
8.76,-0.021301,0.437854,0.321094
8.77,-0.014516,0.428298,0.314085
8.78,-0.008059,0.421786,0.309309
8.79,-0.002036,0.418170,0.306658
8.80,0.003471,0.417256,0.305988
8.81,0.008406,0.418814,0.307130
8.82,0.012739,0.422584,0.309896
8.83,0.016465,0.428300,0.314087
8.84,0.019604,0.435687,0.319504
8.85,0.022196,0.444483,0.325954
8.86,0.024297,0.454441,0.333256
8.87,0.025981,0.465342,0.341250
8.88,0.027326,0.476998,0.349798
8.89,0.028418,0.489258,0.358789
8.90,0.029340,0.502007,0.368139
8.91,0.030172,0.515171,0.377792
8.92,0.030981,0.528708,0.387719
8.93,0.031824,0.542607,0.397912
8.94,0.032740,0.556885,0.408382
8.95,0.033747,0.571574,0.419154
8.96,0.034847,0.586715,0.430257
8.97,0.036016,0.602349,0.441722
8.98,0.037213,0.618507,0.453572
8.99,0.038377,0.635203,0.465815
9.00,0.039430,0.652421,0.478442
9.01,0.040280,0.670111,0.491414
9.02,0.040829,0.688183,0.504667
9.03,0.040969,0.706500,0.518100
9.04,0.040595,0.724881,0.531579
9.05,0.039608,0.743094,0.544935
9.06,0.037917,0.760865,0.557967
9.07,0.035446,0.777875,0.570443
9.08,0.032139,0.793778,0.582104
9.09,0.027962,0.808197,0.592678
9.10,0.022909,0.820742,0.601878
9.11,0.017001,0.831020,0.609415
9.12,0.010286,0.838648,0.615008
9.13,0.002844,0.843263,0.618393
9.14,-0.005217,0.844539,0.619328
9.15,-0.013765,0.842198,0.617612
9.16,-0.022644,0.836022,0.613083
9.17,-0.031677,0.825863,0.605633
9.18,-0.040678,0.811651,0.595211
9.19,-0.049447,0.793401,0.581827
9.20,-0.057786,0.771216,0.565559
9.21,-0.065497,0.745291,0.546546
9.22,-0.072394,0.715906,0.524997
9.23,-0.078304,0.683427,0.501180
9.24,-0.083079,0.648295,0.475416
9.25,-0.086592,0.611022,0.448083
9.26,-0.088750,0.572172,0.419593
9.27,-0.089491,0.532355,0.390393
9.28,-0.088790,0.492205,0.360950
9.29,-0.086656,0.452369,0.331738
9.30,-0.083136,0.413491,0.303227
9.31,-0.078311,0.376192,0.275875
9.32,-0.072294,0.341059,0.250109
9.33,-0.065229,0.308623,0.226324
9.34,-0.057281,0.279358,0.204863
9.35,-0.048637,0.253660,0.186017
9.36,-0.039496,0.231838,0.170015
9.37,-0.030066,0.214119,0.157021
9.38,-0.020554,0.200629,0.147128
9.39,-0.011165,0.191408,0.140366
9.40,-0.002090,0.186399,0.136693
9.41,0.006494,0.185461,0.136005
9.42,0.014432,0.188375,0.138141
9.43,0.021594,0.194850,0.142890
9.44,0.027878,0.204539,0.149995
9.45,0.033212,0.217046,0.159167
9.46,0.037554,0.231946,0.170094
9.47,0.040893,0.248794,0.182449
9.48,0.043248,0.267141,0.195904
9.49,0.044664,0.286545,0.210133
9.50,0.045211,0.306583,0.224827
9.51,0.044976,0.326867,0.239703
9.52,0.044065,0.347046,0.254500
9.53,0.042590,0.366815,0.268998
9.54,0.040671,0.385923,0.283010
9.55,0.038427,0.404170,0.296391
9.56,0.035972,0.421411,0.309034
9.57,0.033409,0.437549,0.320869
9.58,0.030828,0.452538,0.331861
9.59,0.028302,0.466369,0.342004
9.60,0.025886,0.479067,0.351316
9.61,0.023611,0.490681,0.359832
9.62,0.021488,0.501274,0.367601
9.63,0.019508,0.510914,0.374671
9.64,0.017640,0.519666,0.381088
9.65,0.015839,0.527580,0.386893
9.66,0.014043,0.534687,0.392103
9.67,0.012182,0.540987,0.396724
9.68,0.010179,0.546453,0.400732
9.69,0.007955,0.551020,0.404081
9.70,0.005438,0.554589,0.406698
9.71,0.002559,0.557028,0.408488
9.72,-0.000734,0.558176,0.409329
9.73,-0.004478,0.557847,0.409088
9.74,-0.008689,0.555838,0.407614
9.75,-0.013364,0.551940,0.404756
9.76,-0.018471,0.545944,0.400359
9.77,-0.023956,0.537657,0.394283
9.78,-0.029742,0.526910,0.386400
9.79,-0.035726,0.513566,0.376615
9.80,-0.041786,0.497538,0.364861
9.81,-0.047784,0.478790,0.351112
9.82,-0.053567,0.457352,0.335392
9.83,-0.058975,0.433319,0.317767
9.84,-0.063844,0.406860,0.298364
9.85,-0.068015,0.378216,0.277358
9.86,-0.071334,0.347702,0.254981
9.87,-0.073665,0.315698,0.231511
9.88,-0.074888,0.282648,0.207275
9.89,-0.074909,0.249050,0.182636
9.90,-0.073661,0.215442,0.157991
9.91,-0.071109,0.182394,0.133756
9.92,-0.067251,0.150491,0.110360
9.93,-0.062119,0.120319,0.088234
9.94,-0.055781,0.092449,0.067796
9.95,-0.048337,0.067423,0.049443
9.96,-0.039919,0.045736,0.033540
9.97,-0.030685,0.027826,0.020407
9.98,-0.020818,0.014060,0.010310
9.99,-0.010519,0.004720,0.003461
10.00,-0.000000,0.000000,0.000000
10.01,0.010519,0.000000,0.000000
10.02,0.020818,0.004720,0.003461
10.03,0.030685,0.014060,0.010310
10.04,0.039919,0.027826,0.020407
10.05,0.048337,0.045736,0.033540
10.06,0.055781,0.067423,0.049443
10.07,0.062119,0.092449,0.067796
10.08,0.067251,0.120319,0.088234
10.09,0.071109,0.150491,0.110360
10.10,0.073661,0.182394,0.133756
10.11,0.074909,0.215442,0.157991
10.12,0.074888,0.249050,0.182636
10.13,0.073665,0.282648,0.207275
10.14,0.071334,0.315698,0.231511
10.15,0.068015,0.347702,0.254981
10.16,0.063844,0.378216,0.277358
10.17,0.058975,0.406860,0.298364
10.18,0.053567,0.433319,0.317767
10.19,0.047784,0.457352,0.335392
10.20,0.041786,0.478790,0.351112
10.21,0.035726,0.497538,0.364861
10.22,0.029742,0.513566,0.376615
10.23,0.023956,0.526910,0.386400
10.24,0.018471,0.537657,0.394283
10.25,0.013364,0.545944,0.400359
10.26,0.008689,0.551940,0.404756
10.27,0.004478,0.555838,0.407614
10.28,0.000734,0.557847,0.409088
10.29,-0.002559,0.558176,0.409329
10.30,-0.005438,0.557028,0.408488
10.31,-0.007955,0.554589,0.406698
10.32,-0.010179,0.551020,0.404081
10.33,-0.012182,0.546453,0.400732
10.34,-0.014043,0.540987,0.396724
10.35,-0.015839,0.534687,0.392103
10.36,-0.017640,0.527580,0.386893
10.37,-0.019508,0.519666,0.381088
10.38,-0.021488,0.510914,0.374671
10.39,-0.023611,0.501274,0.367601
10.40,-0.025886,0.490681,0.359832
10.41,-0.028302,0.479067,0.351316
10.42,-0.030828,0.466369,0.342004
10.43,-0.033409,0.452538,0.331861
10.44,-0.035972,0.437549,0.320869
10.45,-0.038427,0.421411,0.309034
10.46,-0.040671,0.404170,0.296391
10.47,-0.042590,0.385923,0.283010
10.48,-0.044065,0.366815,0.268998
10.49,-0.044976,0.347046,0.254500
10.50,-0.045211,0.326867,0.239703
10.51,-0.044664,0.306583,0.224827
10.52,-0.043248,0.286545,0.210133
10.53,-0.040893,0.267141,0.195904
10.54,-0.037554,0.248794,0.182449
10.55,-0.033212,0.231946,0.170094
10.56,-0.027878,0.217046,0.159167
10.57,-0.021594,0.204539,0.149995
10.58,-0.014432,0.194850,0.142890
10.59,-0.006494,0.188375,0.138141
10.60,0.002090,0.185461,0.136005
10.61,0.011165,0.186399,0.136693
10.62,0.020554,0.191408,0.140366
10.63,0.030066,0.200629,0.147128
10.64,0.039496,0.214119,0.157021
10.65,0.048637,0.231838,0.170015
10.66,0.057281,0.253660,0.186017
10.67,0.065229,0.279358,0.204863
10.68,0.072294,0.308623,0.226324
10.69,0.078311,0.341059,0.250109
10.70,0.083136,0.376192,0.275875
10.71,0.086656,0.413491,0.303227
10.72,0.088790,0.452369,0.331738
10.73,0.089491,0.492205,0.360950
10.74,0.088750,0.532355,0.390393
10.75,0.086592,0.572172,0.419593
10.76,0.083079,0.611022,0.448083
10.77,0.078304,0.648295,0.475416
10.78,0.072394,0.683427,0.501180
10.79,0.065497,0.715906,0.524997
10.80,0.057786,0.745291,0.546546
10.81,0.049447,0.771216,0.565559
10.82,0.040678,0.793401,0.581827
10.83,0.031677,0.811651,0.595211
10.84,0.022644,0.825863,0.605633
10.85,0.013765,0.836022,0.613083
10.86,0.005217,0.842198,0.617612
10.87,-0.002844,0.844539,0.619328
10.88,-0.010286,0.843263,0.618393
10.89,-0.017001,0.838648,0.615008
10.90,-0.022909,0.831020,0.609415
10.91,-0.027962,0.820742,0.601878
10.92,-0.032139,0.808197,0.592678
10.93,-0.035446,0.793778,0.582104
10.94,-0.037917,0.777875,0.570443
10.95,-0.039608,0.760865,0.557967
10.96,-0.040595,0.743094,0.544935
10.97,-0.040969,0.724881,0.531579
10.98,-0.040829,0.706500,0.518100
10.99,-0.040280,0.688183,0.504667
11.00,-0.039430,0.670111,0.491414
11.01,-0.038377,0.652421,0.478442
11.02,-0.037213,0.635203,0.465815
11.03,-0.036016,0.618507,0.453572
11.04,-0.034847,0.602349,0.441722
11.05,-0.033747,0.586715,0.430257
11.06,-0.032740,0.571574,0.419154
11.07,-0.031824,0.556885,0.408382
11.08,-0.030981,0.542607,0.397912
11.09,-0.030172,0.528708,0.387719
11.10,-0.029340,0.515171,0.377792
11.11,-0.028418,0.502007,0.368139
11.12,-0.027326,0.489258,0.358789
11.13,-0.025981,0.476998,0.349798
11.14,-0.024297,0.465342,0.341250
11.15,-0.022196,0.454441,0.333256
11.16,-0.019604,0.444483,0.325954
11.17,-0.016465,0.435687,0.319504
11.18,-0.012739,0.428300,0.314087
11.19,-0.008406,0.422584,0.309896
11.20,-0.003471,0.418814,0.307130
11.21,0.002036,0.417256,0.305988
11.22,0.008059,0.418170,0.306658
11.23,0.014516,0.421786,0.309309
11.24,0.021301,0.428298,0.314085
11.25,0.028284,0.437854,0.321094
11.26,0.035319,0.450544,0.330400
11.27,0.042243,0.466391,0.342020
11.28,0.048883,0.485343,0.355918
11.29,0.055064,0.507274,0.372001
11.30,0.060609,0.531978,0.390117
11.31,0.065351,0.559170,0.410058
11.32,0.069135,0.588490,0.431559
11.33,0.071823,0.619508,0.454306
11.34,0.073302,0.651731,0.477936
11.35,0.073486,0.684618,0.502053
11.36,0.072320,0.717588,0.526231
11.37,0.069785,0.750034,0.550025
11.38,0.065894,0.781343,0.572985
11.39,0.060697,0.810906,0.594665
11.40,0.054278,0.838138,0.614635
11.41,0.046755,0.862490,0.632493
11.42,0.038274,0.883467,0.647876
11.43,0.029007,0.900638,0.660468
11.44,0.019146,0.913652,0.670012
11.45,0.008899,0.922242,0.676311
11.46,-0.001518,0.926235,0.679239
11.47,-0.011885,0.925554,0.678740
11.48,-0.021989,0.920222,0.674829
11.49,-0.031624,0.910356,0.667594
11.50,-0.040599,0.896168,0.657190
11.51,-0.048748,0.877953,0.643833
11.52,-0.055927,0.856083,0.627794
11.53,-0.062023,0.830992,0.609393
11.54,-0.066953,0.803164,0.588988
11.55,-0.070670,0.773126,0.566959
11.56,-0.073157,0.741420,0.543708
11.57,-0.074434,0.708598,0.519638
11.58,-0.074547,0.675203,0.495149
11.59,-0.073574,0.641758,0.470622
11.60,-0.071616,0.608748,0.446416
11.61,-0.068793,0.576618,0.422854
11.62,-0.065241,0.545754,0.400220
11.63,-0.061104,0.516484,0.378754
11.64,-0.056531,0.489069,0.358651
11.65,-0.051670,0.463707,0.340052
11.66,-0.046660,0.440524,0.323052
11.67,-0.041630,0.419590,0.307700
11.68,-0.036693,0.400914,0.294003
11.69,-0.031942,0.384451,0.281932
11.70,-0.027451,0.370120,0.271422
11.71,-0.023269,0.357804,0.262390
11.72,-0.019422,0.347365,0.254734
11.73,-0.015913,0.338651,0.248344
11.74,-0.012723,0.331512,0.243108
11.75,-0.009817,0.325804,0.238923
11.76,-0.007141,0.321400,0.235693
11.77,-0.004631,0.318196,0.233344
11.78,-0.002215,0.316118,0.231819
11.79,0.000181,0.315124,0.231091
11.80,0.002630,0.315206,0.231150
11.81,0.005197,0.316385,0.232016
11.82,0.007939,0.318717,0.233726
11.83,0.010894,0.322278,0.236338
11.84,0.014087,0.327167,0.239922
11.85,0.017518,0.333487,0.244556
11.86,0.021168,0.341346,0.250320
11.87,0.024995,0.350842,0.257285
11.88,0.028934,0.362057,0.265508
11.89,0.032903,0.375038,0.275027
11.90,0.036798,0.389800,0.285853
11.91,0.040503,0.406309,0.297960
11.92,0.043891,0.424481,0.311286
11.93,0.046829,0.444172,0.325727
11.94,0.049182,0.465182,0.341134
11.95,0.050822,0.487248,0.357315
11.96,0.051630,0.510049,0.374037
11.97,0.051501,0.533213,0.391022
11.98,0.050352,0.556319,0.407967
11.99,0.048121,0.578909,0.424534
12.00,0.044778,0.600499,0.440366
12.01,0.040319,0.620589,0.455098
12.02,0.034774,0.638677,0.468364
12.03,0.028206,0.654278,0.479804
12.04,0.020707,0.666933,0.489084
12.05,0.012401,0.676223,0.495897
12.06,0.003439,0.681787,0.499978
12.07,-0.006005,0.683331,0.501109
12.08,-0.015739,0.680636,0.499133
12.09,-0.025557,0.673575,0.493955
12.10,-0.035246,0.662109,0.485546
12.11,-0.044590,0.646295,0.473950
12.12,-0.053382,0.626290,0.459279
12.13,-0.061421,0.602341,0.441716
12.14,-0.068528,0.574783,0.421508
12.15,-0.074545,0.544039,0.398962
12.16,-0.079340,0.510594,0.374435
12.17,-0.082813,0.474999,0.348332
12.18,-0.084899,0.437845,0.321086
12.19,-0.085568,0.399754,0.293153
12.20,-0.084824,0.361364,0.265001
12.21,-0.082708,0.323308,0.237093
12.22,-0.079296,0.286201,0.209880
12.23,-0.074693,0.250625,0.183791
12.24,-0.069032,0.217114,0.159217
12.25,-0.062467,0.186142,0.136504
12.26,-0.055171,0.158116,0.115952
12.27,-0.047326,0.133364,0.097801
12.28,-0.039123,0.112132,0.082230
12.29,-0.030750,0.094578,0.069357
12.30,-0.022388,0.080783,0.059241
12.31,-0.014208,0.070738,0.051875
12.32,-0.006363,0.064364,0.047200
12.33,0.001013,0.061509,0.045107
12.34,0.007813,0.061964,0.045440
12.35,0.013952,0.065469,0.048011
12.36,0.019378,0.071729,0.052601
12.37,0.024062,0.080423,0.058977
12.38,0.028004,0.091218,0.066893
12.39,0.031228,0.103782,0.076107
12.40,0.033781,0.117793,0.086381
12.41,0.035727,0.132948,0.097496
12.42,0.037147,0.148977,0.109250
12.43,0.038128,0.165643,0.121471
12.44,0.038764,0.182749,0.134016
12.45,0.039150,0.200141,0.146769
12.46,0.039372,0.217705,0.159651
12.47,0.039511,0.235370,0.172605
12.48,0.039632,0.253096,0.185604
12.49,0.039785,0.270877,0.198643
12.50,0.040000,0.288726,0.211733
12.51,0.040288,0.306672,0.224893
12.52,0.040637,0.324748,0.238148
12.53,0.041017,0.342979,0.251518
12.54,0.041379,0.361382,0.265014
12.55,0.041656,0.379947,0.278628
12.56,0.041769,0.398635,0.292332
12.57,0.041628,0.417375,0.306075
12.58,0.041141,0.436052,0.319771
12.59,0.040213,0.454509,0.333307
12.60,0.038755,0.472551,0.346537
12.61,0.036687,0.489938,0.359288
12.62,0.033945,0.506398,0.371359
12.63,0.030481,0.521627,0.382527
12.64,0.026271,0.535302,0.392555
12.65,0.021315,0.547089,0.401199
12.66,0.015640,0.556652,0.408212
12.67,0.009301,0.563669,0.413357
12.68,0.002379,0.567841,0.416417
12.69,-0.005016,0.568909,0.417200
12.70,-0.012753,0.566658,0.415550
12.71,-0.020677,0.560937,0.411353
12.72,-0.028620,0.551660,0.404551
12.73,-0.036398,0.538820,0.395134
12.74,-0.043825,0.522490,0.383159
12.75,-0.050711,0.502827,0.368740
12.76,-0.056873,0.480075,0.352056
12.77,-0.062140,0.454559,0.333344
12.78,-0.066355,0.426681,0.312899
12.79,-0.069388,0.396911,0.291067
12.80,-0.071133,0.365779,0.268238
12.81,-0.071515,0.333865,0.244835
12.82,-0.070493,0.301781,0.221306
12.83,-0.068063,0.270154,0.198113
12.84,-0.064255,0.239617,0.175719
12.85,-0.059135,0.210790,0.154579
12.86,-0.052802,0.184259,0.135123
12.87,-0.045390,0.160569,0.117751
12.88,-0.037055,0.140205,0.102817
12.89,-0.027978,0.123580,0.090625
12.90,-0.018359,0.111028,0.081420
12.91,-0.008407,0.102791,0.075380
12.92,0.001664,0.099019,0.072615
12.93,0.011641,0.099766,0.073162
12.94,0.021316,0.104988,0.076991
12.95,0.030498,0.114552,0.084005
12.96,0.039012,0.128235,0.094039
12.97,0.046707,0.145737,0.106874
12.98,0.053461,0.166692,0.122241
12.99,0.059179,0.190678,0.139830
13.00,0.063799,0.217228,0.159301
13.01,0.067292,0.245852,0.180291
13.02,0.069659,0.276042,0.202431
13.03,0.070934,0.307294,0.225350
13.04,0.071175,0.339120,0.248688
13.05,0.070468,0.371052,0.272105
13.06,0.068916,0.402667,0.295289
13.07,0.066638,0.433586,0.317963
13.08,0.063763,0.463483,0.339888
13.09,0.060426,0.492091,0.360867
13.10,0.056759,0.519201,0.380747
13.11,0.052889,0.544666,0.399421
13.12,0.048933,0.568395,0.416823
13.13,0.044993,0.590348,0.432922
13.14,0.041154,0.610534,0.447725
13.15,0.037478,0.628997,0.461265
13.16,0.034009,0.645813,0.473596
13.17,0.030767,0.661071,0.484785
13.18,0.027748,0.674874,0.494908
13.19,0.024931,0.687323,0.504037
13.20,0.022275,0.698508,0.512240
13.21,0.019726,0.708502,0.519569
13.22,0.017217,0.717352,0.526058
13.23,0.014677,0.725077,0.531723
13.24,0.012030,0.731661,0.536552
13.25,0.009204,0.737059,0.540510
13.26,0.006137,0.741189,0.543538
13.27,0.002774,0.743941,0.545557
13.28,-0.000920,0.745186,0.546470
13.29,-0.004964,0.744773,0.546167
13.30,-0.009355,0.742546,0.544533
13.31,-0.014066,0.738349,0.541456
13.32,-0.019047,0.732038,0.536828
13.33,-0.024226,0.723493,0.530562
13.34,-0.029509,0.712624,0.522591
13.35,-0.034783,0.699385,0.512882
13.36,-0.039919,0.683779,0.501438
13.37,-0.044777,0.665869,0.488304
13.38,-0.049210,0.645780,0.473572
13.39,-0.053067,0.623702,0.457382
13.40,-0.056206,0.599893,0.439922
13.41,-0.058489,0.574677,0.421430
13.42,-0.059797,0.548436,0.402186
13.43,-0.060027,0.521607,0.382512
13.44,-0.059104,0.494677,0.362762
13.45,-0.056979,0.468159,0.343317
13.46,-0.053633,0.442595,0.324570
13.47,-0.049082,0.418533,0.306924
13.48,-0.043373,0.396513,0.290776
13.49,-0.036589,0.377053,0.276506
13.50,-0.028844,0.360638,0.264467
13.51,-0.020278,0.347697,0.254978
13.52,-0.011061,0.338599,0.248306
13.53,-0.001382,0.333636,0.244667
13.54,0.008555,0.333016,0.244212
13.55,0.018534,0.336854,0.247027
13.56,0.028338,0.345170,0.253124
13.57,0.037749,0.357884,0.262448
13.58,0.046562,0.374820,0.274868
13.59,0.054583,0.395709,0.290187
13.60,0.061641,0.420199,0.308146
13.61,0.067590,0.447853,0.328426
13.62,0.072313,0.478177,0.350664
13.63,0.075726,0.510621,0.374455
13.64,0.077780,0.544595,0.399369
13.65,0.078460,0.579490,0.424960
13.66,0.077787,0.614691,0.450774
13.67,0.075817,0.649590,0.476367
13.68,0.072635,0.683606,0.501312
13.69,0.068356,0.716194,0.525209
13.70,0.063116,0.746862,0.547699
13.71,0.057071,0.775178,0.568464
13.72,0.050390,0.800783,0.587241
13.73,0.043247,0.823391,0.603820
13.74,0.035822,0.842794,0.618049
13.75,0.028284,0.858866,0.629835
13.76,0.020798,0.871555,0.639141
13.77,0.013511,0.880886,0.645983
13.78,0.006553,0.886948,0.650429
13.79,0.000029,0.889888,0.652584
13.80,-0.005978,0.889901,0.652594
13.81,-0.011411,0.887219,0.650627
13.82,-0.016239,0.882100,0.646874
13.83,-0.020459,0.874814,0.641531
13.84,-0.024089,0.865634,0.634799
13.85,-0.027169,0.854827,0.626873
13.86,-0.029756,0.842637,0.617935
13.87,-0.031922,0.829288,0.608144
13.88,-0.033745,0.814966,0.597642
13.89,-0.035311,0.799826,0.586539
13.90,-0.036703,0.783984,0.574921
13.91,-0.037999,0.767517,0.562845
13.92,-0.039269,0.750469,0.550344
13.93,-0.040566,0.732851,0.537424
13.94,-0.041931,0.714651,0.524077
13.95,-0.043382,0.695838,0.510282
13.96,-0.044919,0.676375,0.496008
13.97,-0.046520,0.656221,0.481229
13.98,-0.048141,0.635351,0.465924
13.99,-0.049722,0.613752,0.450085
14.00,-0.051186,0.591444,0.433726
14.01,-0.052439,0.568479,0.416886
14.02,-0.053382,0.544953,0.399632
14.03,-0.053910,0.521003,0.382069
14.04,-0.053915,0.496816,0.364332
14.05,-0.053299,0.472627,0.346593
14.06,-0.051970,0.448715,0.329058
14.07,-0.049852,0.425399,0.311959
14.08,-0.046889,0.403032,0.295558
14.09,-0.043047,0.381996,0.280130
14.10,-0.038320,0.362683,0.265968
14.11,-0.032726,0.345490,0.253360
14.12,-0.026317,0.330808,0.242592
14.13,-0.019171,0.319001,0.233934
14.14,-0.011394,0.310400,0.227626
14.15,-0.003121,0.305287,0.223877
14.16,0.005493,0.303888,0.222850
14.17,0.014274,0.306352,0.224658
14.18,0.023032,0.312756,0.229354
14.19,0.031570,0.323089,0.236932
14.20,0.039689,0.337253,0.247319
14.21,0.047192,0.355060,0.260377
14.22,0.053892,0.376232,0.275904
14.23,0.059618,0.400411,0.293634
14.24,0.064219,0.427159,0.313249
14.25,0.067571,0.455970,0.334378
14.26,0.069580,0.486286,0.356610
14.27,0.070184,0.517503,0.379502
14.28,0.069357,0.548990,0.402593
14.29,0.067110,0.580107,0.425412
14.30,0.063490,0.610217,0.447492
