time_s,acc_x_g,disp_top_mm,disp_mid_mm
7.15,0.059135,0.211424,0.155044
7.16,0.064255,0.240338,0.176248
7.17,0.068063,0.270967,0.198709
7.18,0.070493,0.302689,0.221972
7.19,0.071515,0.334870,0.245572
7.20,0.071133,0.366880,0.269045
7.21,0.069388,0.398105,0.291943
7.22,0.066355,0.427965,0.313841
7.23,0.062140,0.455927,0.334347
7.24,0.056873,0.481520,0.353115
7.25,0.050711,0.504340,0.369850
7.26,0.043825,0.524062,0.384312
7.27,0.036398,0.540441,0.396323
7.28,0.028620,0.553320,0.405768
7.29,0.020677,0.562625,0.412591
7.30,0.012753,0.568363,0.416800
7.31,0.005016,0.570621,0.418455
7.32,-0.002379,0.569550,0.417670
7.33,-0.009301,0.565365,0.414601
7.34,-0.015640,0.558327,0.409440
7.35,-0.021315,0.548735,0.402406
7.36,-0.026271,0.536913,0.393736
7.37,-0.030481,0.523197,0.383678
7.38,-0.033945,0.507922,0.372476
7.39,-0.036687,0.491412,0.360369
7.40,-0.038755,0.473973,0.347580
7.41,-0.040213,0.455877,0.334310
7.42,-0.041141,0.437364,0.320733
7.43,-0.041628,0.418631,0.306996
7.44,-0.041769,0.399835,0.293212
7.45,-0.041656,0.381090,0.279466
7.46,-0.041379,0.362469,0.265811
7.47,-0.041017,0.344011,0.252275
7.48,-0.040637,0.325725,0.238865
7.49,-0.040288,0.307595,0.225570
7.50,-0.040000,0.289595,0.212370
7.51,-0.039785,0.271692,0.199241
7.52,-0.039632,0.253858,0.186162
7.53,-0.039511,0.236078,0.173124
7.54,-0.039372,0.218360,0.160131
7.55,-0.039150,0.200743,0.147211
7.56,-0.038764,0.183299,0.134419
7.57,-0.038128,0.166141,0.121837
7.58,-0.037147,0.149425,0.109579
7.59,-0.035727,0.133348,0.097789
7.60,-0.033781,0.118147,0.086641
7.61,-0.031228,0.104094,0.076336
7.62,-0.028004,0.091492,0.067094
7.63,-0.024062,0.080665,0.059154
7.64,-0.019378,0.071945,0.052759
7.65,-0.013952,0.065666,0.048155
7.66,-0.007813,0.062150,0.045577
7.67,-0.001013,0.061694,0.045243
7.68,0.006363,0.064558,0.047342
7.69,0.014208,0.070951,0.052031
7.70,0.022388,0.081026,0.059419
7.71,0.030750,0.094863,0.069566
7.72,0.039123,0.112469,0.082477
7.73,0.047326,0.133765,0.098095
7.74,0.055171,0.158592,0.116301
7.75,0.062467,0.186702,0.136915
7.76,0.069032,0.217767,0.159696
7.77,0.074693,0.251379,0.184344
7.78,0.079296,0.287062,0.210512
7.79,0.082708,0.324281,0.237806
7.80,0.084824,0.362451,0.265798
7.81,0.085568,0.400957,0.294035
7.82,0.084899,0.439162,0.322052
7.83,0.082813,0.476428,0.349380
7.84,0.079340,0.512130,0.375562
7.85,0.074545,0.545676,0.400162
7.86,0.068528,0.576513,0.422776
7.87,0.061421,0.604153,0.443045
7.88,0.053382,0.628175,0.460661
7.89,0.044590,0.648240,0.475376
7.90,0.035246,0.664101,0.487007
7.91,0.025557,0.675602,0.495441
7.92,0.015739,0.682684,0.500635
7.93,0.006005,0.685387,0.502617
7.94,-0.003439,0.683839,0.501482
7.95,-0.012401,0.678258,0.497389
7.96,-0.020707,0.668940,0.490556
7.97,-0.028206,0.656247,0.481248
7.98,-0.034774,0.640599,0.469773
7.99,-0.040319,0.622456,0.456467
8.00,-0.044778,0.602306,0.441691
8.01,-0.048121,0.580651,0.425811
8.02,-0.050352,0.557993,0.409195
8.03,-0.051501,0.534817,0.392199
8.04,-0.051630,0.511584,0.375162
8.05,-0.050822,0.488714,0.358390
8.06,-0.049182,0.466582,0.342160
8.07,-0.046829,0.445509,0.326707
8.08,-0.043891,0.425758,0.312223
8.09,-0.040503,0.407532,0.298857
8.10,-0.036798,0.390973,0.286713
8.11,-0.032903,0.376166,0.275855
8.12,-0.028934,0.363146,0.266307
8.13,-0.024995,0.351898,0.258059
8.14,-0.021168,0.342373,0.251073
8.15,-0.017518,0.334490,0.245292
8.16,-0.014087,0.328151,0.240644
8.17,-0.010894,0.323248,0.237049
8.18,-0.007939,0.319676,0.234429
8.19,-0.005197,0.317337,0.232714
8.20,-0.002630,0.316154,0.231846
8.21,-0.000181,0.316072,0.231786
8.22,0.002215,0.317069,0.232517
8.23,0.004631,0.319153,0.234046
8.24,0.007141,0.322367,0.236402
8.25,0.009817,0.326784,0.239642
8.26,0.012723,0.332510,0.243840
8.27,0.015913,0.339670,0.249091
8.28,0.019422,0.348410,0.255501
8.29,0.023269,0.358881,0.263180
8.30,0.027451,0.371234,0.272239
8.31,0.031942,0.385608,0.282780
8.32,0.036693,0.402120,0.294888
8.33,0.041630,0.420853,0.308626
8.34,0.046660,0.441850,0.324024
8.35,0.051670,0.465102,0.341075
8.36,0.056531,0.490541,0.359730
8.37,0.061104,0.518038,0.379894
8.38,0.065241,0.547396,0.401424
8.39,0.068793,0.578353,0.424126
8.40,0.071616,0.610580,0.447759
8.41,0.073574,0.643689,0.472038
8.42,0.074547,0.677235,0.496639
8.43,0.074434,0.710730,0.521202
8.44,0.073157,0.743651,0.545344
8.45,0.070670,0.775452,0.568665
8.46,0.066953,0.805581,0.590760
8.47,0.062023,0.833492,0.611227
8.48,0.055927,0.858659,0.629683
8.49,0.048748,0.880595,0.645770
8.50,0.040599,0.898865,0.659168
8.51,0.031624,0.913095,0.669603
8.52,0.021989,0.922991,0.676860
8.53,0.011885,0.928339,0.680782
8.54,0.001518,0.929022,0.681283
8.55,-0.008899,0.925017,0.678346
8.56,-0.019146,0.916401,0.672028
8.57,-0.029007,0.903348,0.662455
8.58,-0.038274,0.886125,0.649825
8.59,-0.046755,0.865085,0.634396
8.60,-0.054278,0.840660,0.616484
8.61,-0.060697,0.813346,0.596454
8.62,-0.065894,0.783694,0.574709
8.63,-0.069785,0.752291,0.551680
8.64,-0.072320,0.719747,0.527814
8.65,-0.073486,0.686678,0.503564
8.66,-0.073302,0.653692,0.479374
8.67,-0.071823,0.621372,0.455673
8.68,-0.069135,0.590261,0.432858
8.69,-0.065351,0.560853,0.411292
8.70,-0.060609,0.533579,0.391291
8.71,-0.055064,0.508800,0.373120
8.72,-0.048883,0.486803,0.356989
8.73,-0.042243,0.467794,0.343049
8.74,-0.035319,0.451900,0.331394
8.75,-0.028284,0.439172,0.322060
8.76,-0.021301,0.429587,0.315030
8.77,-0.014516,0.423055,0.310240
8.78,-0.008059,0.419428,0.307581
8.79,-0.002036,0.418512,0.306909
8.80,0.003471,0.420074,0.308054
8.81,0.008406,0.423856,0.310828
8.82,0.012739,0.429589,0.315032
8.83,0.016465,0.436998,0.320465
8.84,0.019604,0.445820,0.326935
8.85,0.022196,0.455808,0.334259
8.86,0.024297,0.466742,0.342277
8.87,0.025981,0.478433,0.350851
8.88,0.027326,0.490730,0.359869
8.89,0.028418,0.503518,0.369247
8.90,0.029340,0.516721,0.378929
8.91,0.030172,0.530299,0.388886
8.92,0.030981,0.544240,0.399109
8.93,0.031824,0.558561,0.409611
8.94,0.032740,0.573294,0.420415
8.95,0.033747,0.588480,0.431552
8.96,0.034847,0.604161,0.443051
8.97,0.036016,0.620368,0.454937
8.98,0.037213,0.637114,0.467217
8.99,0.038377,0.654384,0.479882
9.00,0.039430,0.672127,0.492893
9.01,0.040280,0.690254,0.506186
9.02,0.040829,0.708626,0.519659
9.03,0.040969,0.727062,0.533179
9.04,0.040595,0.745330,0.546575
9.05,0.039608,0.763154,0.559646
9.06,0.037917,0.780216,0.572159
9.07,0.035446,0.796167,0.583856
9.08,0.032139,0.810629,0.594461
9.09,0.027962,0.823212,0.603689
9.10,0.022909,0.833521,0.611249
9.11,0.017001,0.841172,0.616859
9.12,0.010286,0.845800,0.620254
9.13,0.002844,0.847080,0.621192
9.14,-0.005217,0.844732,0.619470
9.15,-0.013765,0.838538,0.614928
9.16,-0.022644,0.828348,0.607455
9.17,-0.031677,0.814093,0.597002
9.18,-0.040678,0.795788,0.583578
9.19,-0.049447,0.773537,0.567261
9.20,-0.057786,0.747534,0.548191
9.21,-0.065497,0.718060,0.526577
9.22,-0.072394,0.685483,0.502688
9.23,-0.078304,0.650246,0.476847
9.24,-0.083079,0.612861,0.449431
9.25,-0.086592,0.573894,0.420856
9.26,-0.088750,0.533957,0.391568
9.27,-0.089491,0.493686,0.362036
9.28,-0.088790,0.453730,0.332736
9.29,-0.086656,0.414735,0.304139
9.30,-0.083136,0.377324,0.276705
9.31,-0.078311,0.342085,0.250862
9.32,-0.072294,0.309552,0.227005
9.33,-0.065229,0.280199,0.205479
9.34,-0.057281,0.254423,0.186577
9.35,-0.048637,0.232536,0.170527
9.36,-0.039496,0.214763,0.157493
9.37,-0.030066,0.201233,0.147571
9.38,-0.020554,0.191984,0.140788
9.39,-0.011165,0.186960,0.137104
9.40,-0.002090,0.186019,0.136414
9.41,0.006494,0.188942,0.138557
9.42,0.014432,0.195436,0.143320
9.43,0.021594,0.205154,0.150446
9.44,0.027878,0.217699,0.159646
9.45,0.033212,0.232644,0.170606
9.46,0.037554,0.249543,0.182998
9.47,0.040893,0.267945,0.196493
9.48,0.043248,0.287407,0.210765
9.49,0.044664,0.307506,0.225504
9.50,0.045211,0.327851,0.240424
9.51,0.044976,0.348090,0.255266
9.52,0.044065,0.367919,0.269807
9.53,0.042590,0.387084,0.283862
9.54,0.040671,0.405386,0.297283
9.55,0.038427,0.422679,0.309964
9.56,0.035972,0.438866,0.321835
9.57,0.033409,0.453900,0.332860
9.58,0.030828,0.467772,0.343033
9.59,0.028302,0.480509,0.352373
9.60,0.025886,0.492157,0.360915
9.61,0.023611,0.502782,0.368707
9.62,0.021488,0.512451,0.375798
9.63,0.019508,0.521230,0.382235
9.64,0.017640,0.529168,0.388057
9.65,0.015839,0.536296,0.393283
9.66,0.014043,0.542615,0.397918
9.67,0.012182,0.548097,0.401938
9.68,0.010179,0.552678,0.405297
9.69,0.007955,0.556258,0.407922
9.70,0.005438,0.558704,0.409717
9.71,0.002559,0.559856,0.410561
9.72,-0.000734,0.559526,0.410319
9.73,-0.004478,0.557511,0.408841
9.74,-0.008689,0.553601,0.405974
9.75,-0.013364,0.547587,0.401564
9.76,-0.018471,0.539275,0.395469
9.77,-0.023956,0.528495,0.387563
9.78,-0.029742,0.515111,0.377748
9.79,-0.035726,0.499035,0.365959
9.80,-0.041786,0.480231,0.352169
9.81,-0.047784,0.458728,0.336401
9.82,-0.053567,0.434623,0.318723
9.83,-0.058975,0.408084,0.299262
9.84,-0.063844,0.379354,0.278193
9.85,-0.068015,0.348748,0.255748
9.86,-0.071334,0.316648,0.232208
9.87,-0.073665,0.283498,0.207899
9.88,-0.074888,0.249799,0.183186
9.89,-0.074909,0.216090,0.158466
9.90,-0.073661,0.182943,0.134158
9.91,-0.071109,0.150944,0.110692
9.92,-0.067251,0.120681,0.088499
9.93,-0.062119,0.092727,0.068000
9.94,-0.055781,0.067626,0.049592
9.95,-0.048337,0.045874,0.033641
9.96,-0.039919,0.027910,0.020468
9.97,-0.030685,0.014102,0.010341
9.98,-0.020818,0.004734,0.003471
9.99,-0.010519,0.000000,0.000000
10.00,-0.000000,0.000000,0.000000
10.01,0.010519,0.004734,0.003471
10.02,0.020818,0.014102,0.010341
10.03,0.030685,0.027910,0.020468
10.04,0.039919,0.045874,0.033641
10.05,0.048337,0.067626,0.049592
10.06,0.055781,0.092727,0.068000
10.07,0.062119,0.120681,0.088499
10.08,0.067251,0.150944,0.110692
10.09,0.071109,0.182943,0.134158
10.10,0.073661,0.216090,0.158466
10.11,0.074909,0.249799,0.183186
10.12,0.074888,0.283498,0.207899
10.13,0.073665,0.316648,0.232208
10.14,0.071334,0.348748,0.255748
10.15,0.068015,0.379354,0.278193
10.16,0.063844,0.408084,0.299262
10.17,0.058975,0.434623,0.318723
10.18,0.053567,0.458728,0.336401
10.19,0.047784,0.480231,0.352169
10.20,0.041786,0.499035,0.365959
10.21,0.035726,0.515111,0.377748
10.22,0.029742,0.528495,0.387563
10.23,0.023956,0.539275,0.395469
10.24,0.018471,0.547587,0.401564
10.25,0.013364,0.553601,0.405974
10.26,0.008689,0.557511,0.408841
10.27,0.004478,0.559526,0.410319
10.28,0.000734,0.559856,0.410561
10.29,-0.002559,0.558704,0.409717
10.30,-0.005438,0.556258,0.407922
10.31,-0.007955,0.552678,0.405297
10.32,-0.010179,0.548097,0.401938
10.33,-0.012182,0.542615,0.397918
10.34,-0.014043,0.536296,0.393283
10.35,-0.015839,0.529168,0.388057
10.36,-0.017640,0.521230,0.382235
10.37,-0.019508,0.512451,0.375798
10.38,-0.021488,0.502782,0.368707
10.39,-0.023611,0.492157,0.360915
10.40,-0.025886,0.480509,0.352373
10.41,-0.028302,0.467772,0.343033
10.42,-0.030828,0.453900,0.332860
10.43,-0.033409,0.438866,0.321835
10.44,-0.035972,0.422679,0.309964
10.45,-0.038427,0.405386,0.297283
10.46,-0.040671,0.387084,0.283862
10.47,-0.042590,0.367919,0.269807
10.48,-0.044065,0.348090,0.255266
10.49,-0.044976,0.327851,0.240424
10.50,-0.045211,0.307506,0.225504
10.51,-0.044664,0.287407,0.210765
10.52,-0.043248,0.267945,0.196493
10.53,-0.040893,0.249543,0.182998
10.54,-0.037554,0.232644,0.170606
10.55,-0.033212,0.217699,0.159646
10.56,-0.027878,0.205154,0.150446
10.57,-0.021594,0.195436,0.143320
10.58,-0.014432,0.188942,0.138557
10.59,-0.006494,0.186019,0.136414
10.60,0.002090,0.186960,0.137104
10.61,0.011165,0.191984,0.140788
10.62,0.020554,0.201233,0.147571
10.63,0.030066,0.214763,0.157493
10.64,0.039496,0.232536,0.170527
10.65,0.048637,0.254423,0.186577
10.66,0.057281,0.280199,0.205479
10.67,0.065229,0.309552,0.227005
10.68,0.072294,0.342085,0.250862
10.69,0.078311,0.377324,0.276705
10.70,0.083136,0.414735,0.304139
10.71,0.086656,0.453730,0.332736
10.72,0.088790,0.493686,0.362036
10.73,0.089491,0.533957,0.391568
10.74,0.088750,0.573894,0.420856
10.75,0.086592,0.612861,0.449431
10.76,0.083079,0.650246,0.476847
10.77,0.078304,0.685483,0.502688
10.78,0.072394,0.718060,0.526577
10.79,0.065497,0.747534,0.548191
10.80,0.057786,0.773537,0.567261
10.81,0.049447,0.795788,0.583578
10.82,0.040678,0.814093,0.597002
10.83,0.031677,0.828348,0.607455
10.84,0.022644,0.838538,0.614928
10.85,0.013765,0.844732,0.619470
10.86,0.005217,0.847080,0.621192
10.87,-0.002844,0.845800,0.620254
10.88,-0.010286,0.841172,0.616859
10.89,-0.017001,0.833521,0.611249
10.90,-0.022909,0.823212,0.603689
10.91,-0.027962,0.810629,0.594461
10.92,-0.032139,0.796167,0.583856
10.93,-0.035446,0.780216,0.572159
10.94,-0.037917,0.763154,0.559646
10.95,-0.039608,0.745330,0.546575
10.96,-0.040595,0.727062,0.533179
10.97,-0.040969,0.708626,0.519659
10.98,-0.040829,0.690254,0.506186
10.99,-0.040280,0.672127,0.492893
11.00,-0.039430,0.654384,0.479882
11.01,-0.038377,0.637114,0.467217
11.02,-0.037213,0.620368,0.454937
11.03,-0.036016,0.604161,0.443051
11.04,-0.034847,0.588480,0.431552
11.05,-0.033747,0.573294,0.420415
11.06,-0.032740,0.558561,0.409611
11.07,-0.031824,0.544240,0.399109
11.08,-0.030981,0.530299,0.388886
11.09,-0.030172,0.516721,0.378929
11.10,-0.029340,0.503518,0.369247
11.11,-0.028418,0.490730,0.359869
11.12,-0.027326,0.478433,0.350851
11.13,-0.025981,0.466742,0.342277
11.14,-0.024297,0.455808,0.334259
11.15,-0.022196,0.445820,0.326935
11.16,-0.019604,0.436998,0.320465
11.17,-0.016465,0.429589,0.315032
11.18,-0.012739,0.423856,0.310828
11.19,-0.008406,0.420074,0.308054
11.20,-0.003471,0.418512,0.306909
11.21,0.002036,0.419428,0.307581
11.22,0.008059,0.423055,0.310240
11.23,0.014516,0.429587,0.315030
11.24,0.021301,0.439172,0.322060
11.25,0.028284,0.451900,0.331394
11.26,0.035319,0.467794,0.343049
11.27,0.042243,0.486803,0.356989
11.28,0.048883,0.508800,0.373120
11.29,0.055064,0.533579,0.391291
11.30,0.060609,0.560853,0.411292
11.31,0.065351,0.590261,0.432858
11.32,0.069135,0.621372,0.455673
11.33,0.071823,0.653692,0.479374
11.34,0.073302,0.686678,0.503564
11.35,0.073486,0.719747,0.527814
11.36,0.072320,0.752291,0.551680
11.37,0.069785,0.783694,0.574709
11.38,0.065894,0.813346,0.596454
11.39,0.060697,0.840660,0.616484
11.40,0.054278,0.865085,0.634396
11.41,0.046755,0.886125,0.649825
11.42,0.038274,0.903348,0.662455
11.43,0.029007,0.916401,0.672028
11.44,0.019146,0.925017,0.678346
11.45,0.008899,0.929022,0.681283
11.46,-0.001518,0.928339,0.680782
11.47,-0.011885,0.922991,0.676860
11.48,-0.021989,0.913095,0.669603
11.49,-0.031624,0.898865,0.659168
11.50,-0.040599,0.880595,0.645770
11.51,-0.048748,0.858659,0.629683
11.52,-0.055927,0.833492,0.611227
11.53,-0.062023,0.805581,0.590760
11.54,-0.066953,0.775452,0.568665
11.55,-0.070670,0.743651,0.545344
11.56,-0.073157,0.710730,0.521202
11.57,-0.074434,0.677235,0.496639
11.58,-0.074547,0.643689,0.472038
11.59,-0.073574,0.610580,0.447759
11.60,-0.071616,0.578353,0.424126
11.61,-0.068793,0.547396,0.401424
11.62,-0.065241,0.518038,0.379894
11.63,-0.061104,0.490541,0.359730
11.64,-0.056531,0.465102,0.341075
11.65,-0.051670,0.441850,0.324024
11.66,-0.046660,0.420853,0.308626
11.67,-0.041630,0.402120,0.294888
11.68,-0.036693,0.385608,0.282780
11.69,-0.031942,0.371234,0.272239
11.70,-0.027451,0.358881,0.263180
11.71,-0.023269,0.348410,0.255501
11.72,-0.019422,0.339670,0.249091
11.73,-0.015913,0.332510,0.243840
11.74,-0.012723,0.326784,0.239642
11.75,-0.009817,0.322367,0.236402
11.76,-0.007141,0.319153,0.234046
11.77,-0.004631,0.317069,0.232517
11.78,-0.002215,0.316072,0.231786
11.79,0.000181,0.316154,0.231846
11.80,0.002630,0.317337,0.232714
11.81,0.005197,0.319676,0.234429
11.82,0.007939,0.323248,0.237049
11.83,0.010894,0.328151,0.240644
11.84,0.014087,0.334490,0.245292
11.85,0.017518,0.342373,0.251073
11.86,0.021168,0.351898,0.258059
11.87,0.024995,0.363146,0.266307
11.88,0.028934,0.376166,0.275855
11.89,0.032903,0.390973,0.286713
11.90,0.036798,0.407532,0.298857
11.91,0.040503,0.425758,0.312223
11.92,0.043891,0.445509,0.326707
11.93,0.046829,0.466582,0.342160
11.94,0.049182,0.488714,0.358390
11.95,0.050822,0.511584,0.375162
11.96,0.051630,0.534817,0.392199
11.97,0.051501,0.557993,0.409195
11.98,0.050352,0.580651,0.425811
11.99,0.048121,0.602306,0.441691
12.00,0.044778,0.622456,0.456467
12.01,0.040319,0.640599,0.469773
12.02,0.034774,0.656247,0.481248
12.03,0.028206,0.668940,0.490556
12.04,0.020707,0.678258,0.497389
12.05,0.012401,0.683839,0.501482
12.06,0.003439,0.685387,0.502617
12.07,-0.006005,0.682684,0.500635
12.08,-0.015739,0.675602,0.495441
12.09,-0.025557,0.664101,0.487007
12.10,-0.035246,0.648240,0.475376
12.11,-0.044590,0.628175,0.460661
12.12,-0.053382,0.604153,0.443045
12.13,-0.061421,0.576513,0.422776
12.14,-0.068528,0.545676,0.400162
12.15,-0.074545,0.512130,0.375562
12.16,-0.079340,0.476428,0.349380
12.17,-0.082813,0.439162,0.322052
12.18,-0.084899,0.400957,0.294035
12.19,-0.085568,0.362451,0.265798
12.20,-0.084824,0.324281,0.237806
12.21,-0.082708,0.287062,0.210512
12.22,-0.079296,0.251379,0.184344
12.23,-0.074693,0.217767,0.159696
12.24,-0.069032,0.186702,0.136915
12.25,-0.062467,0.158592,0.116301
12.26,-0.055171,0.133765,0.098095
12.27,-0.047326,0.112469,0.082477
12.28,-0.039123,0.094863,0.069566
12.29,-0.030750,0.081026,0.059419
12.30,-0.022388,0.070951,0.052031
12.31,-0.014208,0.064558,0.047342
12.32,-0.006363,0.061694,0.045243
12.33,0.001013,0.062150,0.045577
12.34,0.007813,0.065666,0.048155
12.35,0.013952,0.071945,0.052759
12.36,0.019378,0.080665,0.059154
12.37,0.024062,0.091492,0.067094
12.38,0.028004,0.104094,0.076336
12.39,0.031228,0.118147,0.086641
12.40,0.033781,0.133348,0.097789
12.41,0.035727,0.149425,0.109579
12.42,0.037147,0.166141,0.121837
12.43,0.038128,0.183299,0.134419
12.44,0.038764,0.200743,0.147211
12.45,0.039150,0.218360,0.160131
12.46,0.039372,0.236078,0.173124
12.47,0.039511,0.253858,0.186162
12.48,0.039632,0.271692,0.199241
12.49,0.039785,0.289595,0.212370
12.50,0.040000,0.307595,0.225570
12.51,0.040288,0.325725,0.238865
12.52,0.040637,0.344011,0.252275
12.53,0.041017,0.362469,0.265811
12.54,0.041379,0.381090,0.279466
12.55,0.041656,0.399835,0.293212
12.56,0.041769,0.418631,0.306996
12.57,0.041628,0.437364,0.320733
12.58,0.041141,0.455877,0.334310
12.59,0.040213,0.473973,0.347580
12.60,0.038755,0.491412,0.360369
12.61,0.036687,0.507922,0.372476
12.62,0.033945,0.523197,0.383678
12.63,0.030481,0.536913,0.393736
12.64,0.026271,0.548735,0.402406
12.65,0.021315,0.558327,0.409440
12.66,0.015640,0.565365,0.414601
12.67,0.009301,0.569550,0.417670
12.68,0.002379,0.570621,0.418455
12.69,-0.005016,0.568363,0.416800
12.70,-0.012753,0.562625,0.412591
12.71,-0.020677,0.553320,0.405768
12.72,-0.028620,0.540441,0.396323
12.73,-0.036398,0.524062,0.384312
12.74,-0.043825,0.504340,0.369850
12.75,-0.050711,0.481520,0.353115
12.76,-0.056873,0.455927,0.334347
12.77,-0.062140,0.427965,0.313841
12.78,-0.066355,0.398105,0.291943
12.79,-0.069388,0.366880,0.269045
12.80,-0.071133,0.334870,0.245572
12.81,-0.071515,0.302689,0.221972
12.82,-0.070493,0.270967,0.198709
12.83,-0.068063,0.240338,0.176248
12.84,-0.064255,0.211424,0.155044
12.85,-0.059135,0.184813,0.135530
12.86,-0.052802,0.161052,0.118105
12.87,-0.045390,0.140627,0.103126
12.88,-0.037055,0.123952,0.090898
12.89,-0.027978,0.111362,0.081665
12.90,-0.018359,0.103100,0.075607
12.91,-0.008407,0.099317,0.072833
12.92,0.001664,0.100066,0.073382
12.93,0.011641,0.105304,0.077223
12.94,0.021316,0.114897,0.084258
12.95,0.030498,0.128621,0.094322
12.96,0.039012,0.146176,0.107196
12.97,0.046707,0.167194,0.122609
12.98,0.053461,0.191252,0.140251
12.99,0.059179,0.217882,0.159780
13.00,0.063799,0.246592,0.180834
13.01,0.067292,0.276873,0.203040
13.02,0.069659,0.308219,0.226028
13.03,0.070934,0.340140,0.249436
13.04,0.071175,0.372169,0.272924
13.05,0.070468,0.403879,0.296178
13.06,0.068916,0.434891,0.318920
13.07,0.066638,0.464878,0.340911
13.08,0.063763,0.493572,0.361953
13.09,0.060426,0.520763,0.381893
13.10,0.056759,0.546305,0.400623
13.11,0.052889,0.570105,0.418077
13.12,0.048933,0.592124,0.434225
13.13,0.044993,0.612371,0.449072
13.14,0.041154,0.630890,0.462653
13.15,0.037478,0.647756,0.475021
13.16,0.034009,0.663060,0.486244
13.17,0.030767,0.676905,0.496397
13.18,0.027748,0.689391,0.505554
13.19,0.024931,0.700610,0.513781
13.20,0.022275,0.710634,0.521132
13.21,0.019726,0.719511,0.527641
13.22,0.017217,0.727259,0.533323
13.23,0.014677,0.733863,0.538166
13.24,0.012030,0.739277,0.542136
13.25,0.009204,0.743419,0.545174
13.26,0.006137,0.746180,0.547199
13.27,0.002774,0.747428,0.548114
13.28,-0.000920,0.747014,0.547810
13.29,-0.004964,0.744780,0.546172
13.30,-0.009355,0.740571,0.543085
13.31,-0.014066,0.734241,0.538443
13.32,-0.019047,0.725670,0.532158
13.33,-0.024226,0.714768,0.524163
13.34,-0.029509,0.701489,0.514425
13.35,-0.034783,0.685837,0.502947
13.36,-0.039919,0.667873,0.489773
13.37,-0.044777,0.647723,0.474997
13.38,-0.049210,0.625579,0.458758
13.39,-0.053067,0.601698,0.441246
13.40,-0.056206,0.576406,0.422698
13.41,-0.058489,0.550086,0.403396
13.42,-0.059797,0.523177,0.383663
13.43,-0.060027,0.496165,0.363854
13.44,-0.059104,0.469568,0.344350
13.45,-0.056979,0.443927,0.325547
13.46,-0.053633,0.419792,0.307848
13.47,-0.049082,0.397706,0.291651
13.48,-0.043373,0.378188,0.277338
13.49,-0.036589,0.361723,0.265263
13.50,-0.028844,0.348743,0.255745
13.51,-0.020278,0.339618,0.249053
13.52,-0.011061,0.334640,0.245403
13.53,-0.001382,0.334018,0.244947
13.54,0.008555,0.337868,0.247770
13.55,0.018534,0.346209,0.253886
13.56,0.028338,0.358961,0.263238
13.57,0.037749,0.375948,0.275695
13.58,0.046562,0.396900,0.291060
13.59,0.054583,0.421463,0.309073
13.60,0.061641,0.449201,0.329414
13.61,0.067590,0.479616,0.351719
13.62,0.072313,0.512157,0.375582
13.63,0.075726,0.546234,0.400571
13.64,0.077780,0.581234,0.426239
13.65,0.078460,0.616541,0.452130
13.66,0.077787,0.651545,0.477800
13.67,0.075817,0.685663,0.502820
13.68,0.072635,0.718349,0.526789
13.69,0.068356,0.749109,0.549347
13.70,0.063116,0.777511,0.570175
13.71,0.057071,0.803193,0.589008
13.72,0.050390,0.825869,0.605637
13.73,0.043247,0.845330,0.619909
13.74,0.035822,0.861450,0.631730
13.75,0.028284,0.874178,0.641064
13.76,0.020798,0.883537,0.647927
13.77,0.013511,0.889617,0.652386
13.78,0.006553,0.892566,0.654548
13.79,0.000029,0.892579,0.654558
13.80,-0.005978,0.889889,0.652585
13.81,-0.011411,0.884754,0.648820
13.82,-0.016239,0.877446,0.643461
13.83,-0.020459,0.868239,0.636709
13.84,-0.024089,0.857399,0.628759
13.85,-0.027169,0.845173,0.619794
13.86,-0.029756,0.831783,0.609974
13.87,-0.031922,0.817418,0.599440
13.88,-0.033745,0.802233,0.588304
13.89,-0.035311,0.786343,0.576651
13.90,-0.036703,0.769826,0.564539
13.91,-0.037999,0.752727,0.552000
13.92,-0.039269,0.735056,0.539041
13.93,-0.040566,0.716801,0.525654
13.94,-0.041931,0.697932,0.511817
13.95,-0.043382,0.678410,0.497501
13.96,-0.044919,0.658196,0.482677
13.97,-0.046520,0.637263,0.467326
13.98,-0.048141,0.615599,0.451439
13.99,-0.049722,0.593224,0.435031
14.00,-0.051186,0.570190,0.418140
14.01,-0.052439,0.546593,0.400835
14.02,-0.053382,0.522571,0.383219
14.03,-0.053910,0.498311,0.365428
14.04,-0.053915,0.474049,0.347636
14.05,-0.053299,0.450065,0.330048
14.06,-0.051970,0.426679,0.312898
14.07,-0.049852,0.404245,0.296447
14.08,-0.046889,0.383145,0.280973
14.09,-0.043047,0.363774,0.266768
14.10,-0.038320,0.346530,0.254122
14.11,-0.032726,0.331803,0.243322
14.12,-0.026317,0.319961,0.234638
14.13,-0.019171,0.311334,0.228311
14.14,-0.011394,0.306206,0.224551
14.15,-0.003121,0.304802,0.223521
14.16,0.005493,0.307274,0.225334
14.17,0.014274,0.313697,0.230044
14.18,0.023032,0.324061,0.237645
14.19,0.031570,0.338268,0.248063
14.20,0.039689,0.356128,0.261160
14.21,0.047192,0.377364,0.276734
14.22,0.053892,0.401616,0.294518
14.23,0.059618,0.428444,0.314192
14.24,0.064219,0.457342,0.335384
14.25,0.067571,0.487749,0.357683
14.26,0.069580,0.519060,0.380644
14.27,0.070184,0.550642,0.403804
14.28,0.069357,0.581853,0.426692
14.29,0.067110,0.612053,0.448839
14.30,0.063490,0.640623,0.469790
