time_s,acc_x_g,disp_top_mm,disp_mid_mm
7.15,0.059135,0.139361,0.102198
7.16,0.064255,0.159603,0.117042
7.17,0.068063,0.183150,0.134310
7.18,0.070493,0.209521,0.153649
7.19,0.071515,0.238175,0.174662
7.20,0.071133,0.268528,0.196921
7.21,0.069388,0.299965,0.219974
7.22,0.066355,0.331856,0.243362
7.23,0.062140,0.363578,0.266624
7.24,0.056873,0.394522,0.289316
7.25,0.050711,0.424113,0.311016
7.26,0.043825,0.451824,0.331338
7.27,0.036398,0.477186,0.349937
7.28,0.028620,0.499801,0.366521
7.29,0.020677,0.519345,0.380853
7.30,0.012753,0.535577,0.392756
7.31,0.005016,0.548340,0.402116
7.32,-0.002379,0.557561,0.408878
7.33,-0.009301,0.563248,0.413049
7.34,-0.015640,0.565485,0.414689
7.35,-0.021315,0.564424,0.413911
7.36,-0.026271,0.560277,0.410870
7.37,-0.030481,0.553302,0.405755
7.38,-0.033945,0.543796,0.398784
7.39,-0.036687,0.532081,0.390192
7.40,-0.038755,0.518488,0.380225
7.41,-0.040213,0.503351,0.369124
7.42,-0.041141,0.486989,0.357126
7.43,-0.041628,0.469707,0.344452
7.44,-0.041769,0.451774,0.331301
7.45,-0.041656,0.433428,0.317846
7.46,-0.041379,0.414863,0.304233
7.47,-0.041017,0.396236,0.290573
7.48,-0.040637,0.377660,0.276951
7.49,-0.040288,0.359207,0.263419
7.50,-0.040000,0.340915,0.250005
7.51,-0.039785,0.322793,0.236715
7.52,-0.039632,0.304827,0.223540
7.53,-0.039511,0.286989,0.210459
7.54,-0.039372,0.269247,0.197448
7.55,-0.039150,0.251573,0.184487
7.56,-0.038764,0.233953,0.171566
7.57,-0.038128,0.216395,0.158690
7.58,-0.037147,0.198936,0.145886
7.59,-0.035727,0.181649,0.133209
7.60,-0.033781,0.164646,0.120740
7.61,-0.031228,0.148080,0.108593
7.62,-0.028004,0.132148,0.096909
7.63,-0.024062,0.117084,0.085861
7.64,-0.019378,0.103157,0.075649
7.65,-0.013952,0.090669,0.066490
7.66,-0.007813,0.079939,0.058622
7.67,-0.001013,0.071297,0.052284
7.68,0.006363,0.065075,0.047722
7.69,0.014208,0.061591,0.045167
7.70,0.022388,0.061139,0.044836
7.71,0.030750,0.063977,0.046916
7.72,0.039123,0.070312,0.051563
7.73,0.047326,0.080297,0.058884
7.74,0.055171,0.094009,0.068940
7.75,0.062467,0.111457,0.081735
7.76,0.069032,0.132561,0.097212
7.77,0.074693,0.157165,0.115254
7.78,0.079296,0.185022,0.135683
7.79,0.082708,0.215807,0.158259
7.80,0.084824,0.249117,0.182685
7.81,0.085568,0.284478,0.208617
7.82,0.084899,0.321362,0.235666
7.83,0.082813,0.359189,0.263406
7.84,0.079340,0.397348,0.291389
7.85,0.074545,0.435210,0.319154
7.86,0.068528,0.472140,0.346236
7.87,0.061421,0.507521,0.372182
7.88,0.053382,0.540765,0.396561
7.89,0.044590,0.571324,0.418971
7.90,0.035246,0.598716,0.439058
7.91,0.025557,0.622521,0.456515
7.92,0.015739,0.642406,0.471098
7.93,0.006005,0.658124,0.482624
7.94,-0.003439,0.669522,0.490982
7.95,-0.012401,0.676540,0.496129
7.96,-0.020707,0.679219,0.498093
7.97,-0.028206,0.677684,0.496969
7.98,-0.034774,0.672154,0.492912
7.99,-0.040319,0.662920,0.486141
8.00,-0.044778,0.650341,0.476917
8.01,-0.048121,0.634834,0.465545
8.02,-0.050352,0.616854,0.452359
8.03,-0.051501,0.596885,0.437716
8.04,-0.051630,0.575425,0.421979
8.05,-0.050822,0.552971,0.405512
8.06,-0.049182,0.530004,0.388669
8.07,-0.046829,0.506980,0.371786
8.08,-0.043891,0.484316,0.355164
8.09,-0.040503,0.462383,0.339081
8.10,-0.036798,0.441499,0.323767
8.11,-0.032903,0.421926,0.309413
8.12,-0.028934,0.403864,0.296167
8.13,-0.024995,0.387454,0.284133
8.14,-0.021168,0.372781,0.273372
8.15,-0.017518,0.359878,0.263910
8.16,-0.014087,0.348731,0.255736
8.17,-0.010894,0.339292,0.248813
8.18,-0.007939,0.331480,0.243084
8.19,-0.005197,0.325198,0.238478
8.20,-0.002630,0.320339,0.234916
8.21,-0.000181,0.316799,0.232319
8.22,0.002215,0.314481,0.230620
8.23,0.004631,0.313309,0.229759
8.24,0.007141,0.313227,0.229700
8.25,0.009817,0.314215,0.230424
8.26,0.012723,0.316281,0.231940
8.27,0.015913,0.319466,0.234274
8.28,0.019422,0.323843,0.237485
8.29,0.023269,0.329517,0.241645
8.30,0.027451,0.336613,0.246849
8.31,0.031942,0.345274,0.253201
8.32,0.036693,0.355651,0.260811
8.33,0.041630,0.367893,0.269789
8.34,0.046660,0.382138,0.280235
8.35,0.051670,0.398501,0.292234
8.36,0.056531,0.417065,0.305848
8.37,0.061104,0.437873,0.321108
8.38,0.065241,0.460916,0.338005
8.39,0.068793,0.486126,0.356492
8.40,0.071616,0.513376,0.376475
8.41,0.073574,0.542469,0.397811
8.42,0.074547,0.573148,0.420309
8.43,0.074434,0.605085,0.443729
8.44,0.073157,0.637896,0.467790
8.45,0.070670,0.671140,0.492169
8.46,0.066953,0.704333,0.516511
8.47,0.062023,0.736958,0.540436
8.48,0.055927,0.768473,0.563547
8.49,0.048748,0.798331,0.585443
8.50,0.040599,0.825991,0.605726
8.51,0.031624,0.850931,0.624016
8.52,0.021989,0.872670,0.639958
8.53,0.011885,0.890775,0.653235
8.54,0.001518,0.904877,0.663577
8.55,-0.008899,0.914684,0.670768
8.56,-0.019146,0.919984,0.674655
8.57,-0.029007,0.920661,0.675151
8.58,-0.038274,0.916692,0.672241
8.59,-0.046755,0.908153,0.665980
8.60,-0.054278,0.895218,0.656493
8.61,-0.060697,0.878150,0.643977
8.62,-0.065894,0.857299,0.628686
8.63,-0.069785,0.833094,0.610936
8.64,-0.072320,0.806026,0.591086
8.65,-0.073486,0.776641,0.569537
8.66,-0.073302,0.745520,0.546715
8.67,-0.071823,0.713269,0.523064
8.68,-0.069135,0.680498,0.499032
8.69,-0.065351,0.647809,0.475060
8.70,-0.060609,0.615780,0.451572
8.71,-0.055064,0.584949,0.428962
8.72,-0.048883,0.555805,0.407590
8.73,-0.042243,0.528777,0.387769
8.74,-0.035319,0.504221,0.369762
8.75,-0.028284,0.482422,0.353776
8.76,-0.021301,0.463584,0.339962
8.77,-0.014516,0.447833,0.328411
8.78,-0.008059,0.435219,0.319161
8.79,-0.002036,0.425721,0.312195
8.80,0.003471,0.419248,0.307448
8.81,0.008406,0.415653,0.304813
8.82,0.012739,0.414745,0.304147
8.83,0.016465,0.416293,0.305282
8.84,0.019604,0.420041,0.308031
8.85,0.022196,0.425723,0.312197
8.86,0.024297,0.433065,0.317581
8.87,0.025981,0.441808,0.323993
8.88,0.027326,0.451706,0.331251
8.89,0.028418,0.462541,0.339197
8.90,0.029340,0.474127,0.347693
8.91,0.030172,0.486313,0.356630
8.92,0.030981,0.498986,0.365924
8.93,0.031824,0.512071,0.375519
8.94,0.032740,0.525526,0.385386
8.95,0.033747,0.539342,0.395517
8.96,0.034847,0.553534,0.405925
8.97,0.036016,0.568134,0.416631
8.98,0.037213,0.583184,0.427668
8.99,0.038377,0.598724,0.439064
9.00,0.039430,0.614785,0.450843
9.01,0.040280,0.631380,0.463012
9.02,0.040829,0.648495,0.475563
9.03,0.040969,0.666078,0.488457
9.04,0.040595,0.684042,0.501630
9.05,0.039608,0.702248,0.514982
9.06,0.037917,0.720518,0.528380
9.07,0.035446,0.738622,0.541656
9.08,0.032139,0.756286,0.554609
9.09,0.027962,0.773194,0.567010
9.10,0.022909,0.789001,0.578601
9.11,0.017001,0.803333,0.589111
9.12,0.010286,0.815803,0.598256
9.13,0.002844,0.826019,0.605748
9.14,-0.005217,0.833601,0.611307
9.15,-0.013765,0.838188,0.614672
9.16,-0.022644,0.839456,0.615601
9.17,-0.031677,0.837129,0.613895
9.18,-0.040678,0.830991,0.609394
9.19,-0.049447,0.820893,0.601988
9.20,-0.057786,0.806766,0.591629
9.21,-0.065497,0.788626,0.578326
9.22,-0.072394,0.766575,0.562156
9.23,-0.078304,0.740806,0.543257
9.24,-0.083079,0.711597,0.521838
9.25,-0.086592,0.679314,0.498164
9.26,-0.088750,0.644394,0.472555
9.27,-0.089491,0.607345,0.445386
9.28,-0.088790,0.568729,0.417068
9.29,-0.086656,0.529151,0.388044
9.30,-0.083136,0.489243,0.358778
9.31,-0.078311,0.449646,0.329741
9.32,-0.072294,0.411002,0.301402
9.33,-0.065229,0.373928,0.274215
9.34,-0.057281,0.339006,0.248604
9.35,-0.048637,0.306766,0.224962
9.36,-0.039496,0.277677,0.203630
9.37,-0.030066,0.252133,0.184898
9.38,-0.020554,0.230443,0.168992
9.39,-0.011165,0.212830,0.156076
9.40,-0.002090,0.199422,0.146243
9.41,0.006494,0.190256,0.139521
9.42,0.014432,0.185277,0.135870
9.43,0.021594,0.184345,0.135186
9.44,0.027878,0.187242,0.137310
9.45,0.033212,0.193677,0.142030
9.46,0.037554,0.203308,0.149092
9.47,0.040893,0.215740,0.158209
9.48,0.043248,0.230550,0.169071
9.49,0.044664,0.247297,0.181351
9.50,0.045211,0.265533,0.194725
9.51,0.044976,0.284820,0.208868
9.52,0.044065,0.304738,0.223474
9.53,0.042590,0.324900,0.238260
9.54,0.040671,0.344957,0.252969
9.55,0.038427,0.364608,0.267379
9.56,0.035972,0.383600,0.281307
9.57,0.033409,0.401738,0.294607
9.58,0.030828,0.418875,0.307174
9.59,0.028302,0.434916,0.318938
9.60,0.025886,0.449815,0.329864
9.61,0.023611,0.463562,0.339946
9.62,0.021488,0.476184,0.349202
9.63,0.019508,0.487728,0.357667
9.64,0.017640,0.498257,0.365389
9.65,0.015839,0.507839,0.372416
9.66,0.014043,0.516539,0.378795
9.67,0.012182,0.524405,0.384564
9.68,0.010179,0.531469,0.389743
9.69,0.007955,0.537731,0.394337
9.70,0.005438,0.543164,0.398321
9.71,0.002559,0.547704,0.401649
9.72,-0.000734,0.551252,0.404251
9.73,-0.004478,0.553676,0.406030
9.74,-0.008689,0.554817,0.406866
9.75,-0.013364,0.554490,0.406626
9.76,-0.018471,0.552493,0.405161
9.77,-0.023956,0.548619,0.402320
9.78,-0.029742,0.542659,0.397950
9.79,-0.035726,0.534422,0.391910
9.80,-0.041786,0.523739,0.384075
9.81,-0.047784,0.510475,0.374348
9.82,-0.053567,0.494544,0.362665
9.83,-0.058975,0.475909,0.348999
9.84,-0.063844,0.454599,0.333373
9.85,-0.068015,0.430711,0.315854
9.86,-0.071334,0.404411,0.296569
9.87,-0.073665,0.375940,0.275689
9.88,-0.074888,0.345609,0.253446
9.89,-0.074909,0.313798,0.230118
9.90,-0.073661,0.280947,0.206028
9.91,-0.071109,0.247551,0.181537
9.92,-0.067251,0.214145,0.157040
9.93,-0.062119,0.181297,0.132951
9.94,-0.055781,0.149586,0.109696
9.95,-0.048337,0.119595,0.087703
9.96,-0.039919,0.091892,0.067388
9.97,-0.030685,0.067017,0.049146
9.98,-0.020818,0.045461,0.033338
9.99,-0.010519,0.027659,0.020284
10.00,-0.000000,0.013975,0.010248
10.01,0.010519,0.004691,0.003440
10.02,0.020818,0.000000,0.000000
10.03,0.030685,0.000000,0.000000
10.04,0.039919,0.004691,0.003440
10.05,0.048337,0.013975,0.010248
10.06,0.055781,0.027659,0.020284
10.07,0.062119,0.045461,0.033338
10.08,0.067251,0.067017,0.049146
10.09,0.071109,0.091892,0.067388
10.10,0.073661,0.119595,0.087703
10.11,0.074909,0.149586,0.109696
10.12,0.074888,0.181297,0.132951
10.13,0.073665,0.214145,0.157040
10.14,0.071334,0.247551,0.181537
10.15,0.068015,0.280947,0.206028
10.16,0.063844,0.313798,0.230118
10.17,0.058975,0.345609,0.253446
10.18,0.053567,0.375940,0.275689
10.19,0.047784,0.404411,0.296569
10.20,0.041786,0.430711,0.315854
10.21,0.035726,0.454599,0.333373
10.22,0.029742,0.475909,0.348999
10.23,0.023956,0.494544,0.362665
10.24,0.018471,0.510475,0.374348
10.25,0.013364,0.523739,0.384075
10.26,0.008689,0.534422,0.391910
10.27,0.004478,0.542659,0.397950
10.28,0.000734,0.548619,0.402320
10.29,-0.002559,0.552493,0.405161
10.30,-0.005438,0.554490,0.406626
10.31,-0.007955,0.554817,0.406866
10.32,-0.010179,0.553676,0.406030
10.33,-0.012182,0.551252,0.404251
10.34,-0.014043,0.547704,0.401649
10.35,-0.015839,0.543164,0.398321
10.36,-0.017640,0.537731,0.394337
10.37,-0.019508,0.531469,0.389743
10.38,-0.021488,0.524405,0.384564
10.39,-0.023611,0.516539,0.378795
10.40,-0.025886,0.507839,0.372416
10.41,-0.028302,0.498257,0.365389
10.42,-0.030828,0.487728,0.357667
10.43,-0.033409,0.476184,0.349202
10.44,-0.035972,0.463562,0.339946
10.45,-0.038427,0.449815,0.329864
10.46,-0.040671,0.434916,0.318938
10.47,-0.042590,0.418875,0.307174
10.48,-0.044065,0.401738,0.294607
10.49,-0.044976,0.383600,0.281307
10.50,-0.045211,0.364608,0.267379
10.51,-0.044664,0.344957,0.252969
10.52,-0.043248,0.324900,0.238260
10.53,-0.040893,0.304738,0.223474
10.54,-0.037554,0.284820,0.208868
10.55,-0.033212,0.265533,0.194725
10.56,-0.027878,0.247297,0.181351
10.57,-0.021594,0.230550,0.169071
10.58,-0.014432,0.215740,0.158209
10.59,-0.006494,0.203308,0.149092
10.60,0.002090,0.193677,0.142030
10.61,0.011165,0.187242,0.137310
10.62,0.020554,0.184345,0.135186
10.63,0.030066,0.185277,0.135870
10.64,0.039496,0.190256,0.139521
10.65,0.048637,0.199422,0.146243
10.66,0.057281,0.212830,0.156076
10.67,0.065229,0.230443,0.168992
10.68,0.072294,0.252133,0.184898
10.69,0.078311,0.277677,0.203630
10.70,0.083136,0.306766,0.224962
10.71,0.086656,0.339006,0.248604
10.72,0.088790,0.373928,0.274215
10.73,0.089491,0.411002,0.301402
10.74,0.088750,0.449646,0.329741
10.75,0.086592,0.489243,0.358778
10.76,0.083079,0.529151,0.388044
10.77,0.078304,0.568729,0.417068
10.78,0.072394,0.607345,0.445386
10.79,0.065497,0.644394,0.472555
10.80,0.057786,0.679314,0.498164
10.81,0.049447,0.711597,0.521838
10.82,0.040678,0.740806,0.543257
10.83,0.031677,0.766575,0.562156
10.84,0.022644,0.788626,0.578326
10.85,0.013765,0.806766,0.591629
10.86,0.005217,0.820893,0.601988
10.87,-0.002844,0.830991,0.609394
10.88,-0.010286,0.837129,0.613895
10.89,-0.017001,0.839456,0.615601
10.90,-0.022909,0.838188,0.614672
10.91,-0.027962,0.833601,0.611307
10.92,-0.032139,0.826019,0.605748
10.93,-0.035446,0.815803,0.598256
10.94,-0.037917,0.803333,0.589111
10.95,-0.039608,0.789001,0.578601
10.96,-0.040595,0.773194,0.567010
10.97,-0.040969,0.756286,0.554609
10.98,-0.040829,0.738622,0.541656
10.99,-0.040280,0.720518,0.528380
11.00,-0.039430,0.702248,0.514982
11.01,-0.038377,0.684042,0.501630
11.02,-0.037213,0.666078,0.488457
11.03,-0.036016,0.648495,0.475563
11.04,-0.034847,0.631380,0.463012
11.05,-0.033747,0.614785,0.450843
11.06,-0.032740,0.598724,0.439064
11.07,-0.031824,0.583184,0.427668
11.08,-0.030981,0.568134,0.416631
11.09,-0.030172,0.553534,0.405925
11.10,-0.029340,0.539342,0.395517
11.11,-0.028418,0.525526,0.385386
11.12,-0.027326,0.512071,0.375519
11.13,-0.025981,0.498986,0.365924
11.14,-0.024297,0.486313,0.356630
11.15,-0.022196,0.474127,0.347693
11.16,-0.019604,0.462541,0.339197
11.17,-0.016465,0.451706,0.331251
11.18,-0.012739,0.441808,0.323993
11.19,-0.008406,0.433065,0.317581
11.20,-0.003471,0.425723,0.312197
11.21,0.002036,0.420041,0.308031
11.22,0.008059,0.416293,0.305282
11.23,0.014516,0.414745,0.304147
11.24,0.021301,0.415653,0.304813
11.25,0.028284,0.419248,0.307448
11.26,0.035319,0.425721,0.312195
11.27,0.042243,0.435219,0.319161
11.28,0.048883,0.447833,0.328411
11.29,0.055064,0.463584,0.339962
11.30,0.060609,0.482422,0.353776
11.31,0.065351,0.504221,0.369762
11.32,0.069135,0.528777,0.387769
11.33,0.071823,0.555805,0.407590
11.34,0.073302,0.584949,0.428962
11.35,0.073486,0.615780,0.451572
11.36,0.072320,0.647809,0.475060
11.37,0.069785,0.680498,0.499032
11.38,0.065894,0.713269,0.523064
11.39,0.060697,0.745520,0.546715
11.40,0.054278,0.776641,0.569537
11.41,0.046755,0.806026,0.591086
11.42,0.038274,0.833094,0.610936
11.43,0.029007,0.857299,0.628686
11.44,0.019146,0.878150,0.643977
11.45,0.008899,0.895218,0.656493
11.46,-0.001518,0.908153,0.665980
11.47,-0.011885,0.916692,0.672241
11.48,-0.021989,0.920661,0.675151
11.49,-0.031624,0.919984,0.674655
11.50,-0.040599,0.914684,0.670768
11.51,-0.048748,0.904877,0.663577
11.52,-0.055927,0.890775,0.653235
11.53,-0.062023,0.872670,0.639958
11.54,-0.066953,0.850931,0.624016
11.55,-0.070670,0.825991,0.605726
11.56,-0.073157,0.798331,0.585443
11.57,-0.074434,0.768473,0.563547
11.58,-0.074547,0.736958,0.540436
11.59,-0.073574,0.704333,0.516511
11.60,-0.071616,0.671140,0.492169
11.61,-0.068793,0.637896,0.467790
11.62,-0.065241,0.605085,0.443729
11.63,-0.061104,0.573148,0.420309
11.64,-0.056531,0.542469,0.397811
11.65,-0.051670,0.513376,0.376475
11.66,-0.046660,0.486126,0.356492
11.67,-0.041630,0.460916,0.338005
11.68,-0.036693,0.437873,0.321108
11.69,-0.031942,0.417065,0.305848
11.70,-0.027451,0.398501,0.292234
11.71,-0.023269,0.382138,0.280235
11.72,-0.019422,0.367893,0.269789
11.73,-0.015913,0.355651,0.260811
11.74,-0.012723,0.345274,0.253201
11.75,-0.009817,0.336613,0.246849
11.76,-0.007141,0.329517,0.241645
11.77,-0.004631,0.323843,0.237485
11.78,-0.002215,0.319466,0.234274
11.79,0.000181,0.316281,0.231940
11.80,0.002630,0.314215,0.230424
11.81,0.005197,0.313227,0.229700
11.82,0.007939,0.313309,0.229759
11.83,0.010894,0.314481,0.230620
11.84,0.014087,0.316799,0.232319
11.85,0.017518,0.320339,0.234916
11.86,0.021168,0.325198,0.238478
11.87,0.024995,0.331480,0.243084
11.88,0.028934,0.339292,0.248813
11.89,0.032903,0.348731,0.255736
11.90,0.036798,0.359878,0.263910
11.91,0.040503,0.372781,0.273372
11.92,0.043891,0.387454,0.284133
11.93,0.046829,0.403864,0.296167
11.94,0.049182,0.421926,0.309413
11.95,0.050822,0.441499,0.323767
11.96,0.051630,0.462383,0.339081
11.97,0.051501,0.484316,0.355164
11.98,0.050352,0.506980,0.371786
11.99,0.048121,0.530004,0.388669
12.00,0.044778,0.552971,0.405512
12.01,0.040319,0.575425,0.421979
12.02,0.034774,0.596885,0.437716
12.03,0.028206,0.616854,0.452359
12.04,0.020707,0.634834,0.465545
12.05,0.012401,0.650341,0.476917
12.06,0.003439,0.662920,0.486141
12.07,-0.006005,0.672154,0.492912
12.08,-0.015739,0.677684,0.496969
12.09,-0.025557,0.679219,0.498093
12.10,-0.035246,0.676540,0.496129
12.11,-0.044590,0.669522,0.490982
12.12,-0.053382,0.658124,0.482624
12.13,-0.061421,0.642406,0.471098
12.14,-0.068528,0.622521,0.456515
12.15,-0.074545,0.598716,0.439058
12.16,-0.079340,0.571324,0.418971
12.17,-0.082813,0.540765,0.396561
12.18,-0.084899,0.507521,0.372182
12.19,-0.085568,0.472140,0.346236
12.20,-0.084824,0.435210,0.319154
12.21,-0.082708,0.397348,0.291389
12.22,-0.079296,0.359189,0.263406
12.23,-0.074693,0.321362,0.235666
12.24,-0.069032,0.284478,0.208617
12.25,-0.062467,0.249117,0.182685
12.26,-0.055171,0.215807,0.158259
12.27,-0.047326,0.185022,0.135683
12.28,-0.039123,0.157165,0.115254
12.29,-0.030750,0.132561,0.097212
12.30,-0.022388,0.111457,0.081735
12.31,-0.014208,0.094009,0.068940
12.32,-0.006363,0.080297,0.058884
12.33,0.001013,0.070312,0.051563
12.34,0.007813,0.063977,0.046916
12.35,0.013952,0.061139,0.044836
12.36,0.019378,0.061591,0.045167
12.37,0.024062,0.065075,0.047722
12.38,0.028004,0.071297,0.052284
12.39,0.031228,0.079939,0.058622
12.40,0.033781,0.090669,0.066490
12.41,0.035727,0.103157,0.075649
12.42,0.037147,0.117084,0.085861
12.43,0.038128,0.132148,0.096909
12.44,0.038764,0.148080,0.108593
12.45,0.039150,0.164646,0.120740
12.46,0.039372,0.181649,0.133209
12.47,0.039511,0.198936,0.145886
12.48,0.039632,0.216395,0.158690
12.49,0.039785,0.233953,0.171566
12.50,0.040000,0.251573,0.184487
12.51,0.040288,0.269247,0.197448
12.52,0.040637,0.286989,0.210459
12.53,0.041017,0.304827,0.223540
12.54,0.041379,0.322793,0.236715
12.55,0.041656,0.340915,0.250005
12.56,0.041769,0.359207,0.263419
12.57,0.041628,0.377660,0.276951
12.58,0.041141,0.396236,0.290573
12.59,0.040213,0.414863,0.304233
12.60,0.038755,0.433428,0.317846
12.61,0.036687,0.451774,0.331301
12.62,0.033945,0.469707,0.344452
12.63,0.030481,0.486989,0.357126
12.64,0.026271,0.503351,0.369124
12.65,0.021315,0.518488,0.380225
12.66,0.015640,0.532081,0.390192
12.67,0.009301,0.543796,0.398784
12.68,0.002379,0.553302,0.405755
12.69,-0.005016,0.560277,0.410870
12.70,-0.012753,0.564424,0.413911
12.71,-0.020677,0.565485,0.414689
12.72,-0.028620,0.563248,0.413049
12.73,-0.036398,0.557561,0.408878
12.74,-0.043825,0.548340,0.402116
12.75,-0.050711,0.535577,0.392756
12.76,-0.056873,0.519345,0.380853
12.77,-0.062140,0.499801,0.366521
12.78,-0.066355,0.477186,0.349937
12.79,-0.069388,0.451824,0.331338
12.80,-0.071133,0.424113,0.311016
12.81,-0.071515,0.394522,0.289316
12.82,-0.070493,0.363578,0.266624
12.83,-0.068063,0.331856,0.243362
12.84,-0.064255,0.299965,0.219974
12.85,-0.059135,0.268528,0.196921
12.86,-0.052802,0.238175,0.174662
12.87,-0.045390,0.209521,0.153649
12.88,-0.037055,0.183150,0.134310
12.89,-0.027978,0.159603,0.117042
12.90,-0.018359,0.139361,0.102198
12.91,-0.008407,0.122836,0.090080
12.92,0.001664,0.110360,0.080930
12.93,0.011641,0.102172,0.074927
12.94,0.021316,0.098423,0.072178
12.95,0.030498,0.099165,0.072722
12.96,0.039012,0.104356,0.076528
12.97,0.046707,0.113863,0.083500
12.98,0.053461,0.127463,0.093473
12.99,0.059179,0.144860,0.106231
13.00,0.063799,0.165689,0.121506
13.01,0.067292,0.189531,0.138989
13.02,0.069659,0.215921,0.158342
13.03,0.070934,0.244373,0.179206
13.04,0.071175,0.274381,0.201213
13.05,0.070468,0.305445,0.223994
13.06,0.068916,0.337079,0.247191
13.07,0.066638,0.368819,0.270468
13.08,0.063763,0.400244,0.293512
13.09,0.060426,0.430977,0.316050
13.10,0.056759,0.460694,0.337843
13.11,0.052889,0.489130,0.358695
13.12,0.048933,0.516076,0.378456
13.13,0.044993,0.541388,0.397017
13.14,0.041154,0.564974,0.414314
13.15,0.037478,0.586795,0.430317
13.16,0.034009,0.606860,0.445030
13.17,0.030767,0.625212,0.458489
13.18,0.027748,0.641926,0.470746
13.19,0.024931,0.657092,0.481868
13.20,0.022275,0.670813,0.491929
13.21,0.019726,0.683186,0.501004
13.22,0.017217,0.694305,0.509157
13.23,0.014677,0.704238,0.516442
13.24,0.012030,0.713035,0.522892
13.25,0.009204,0.720714,0.528523
13.26,0.006137,0.727258,0.533323
13.27,0.002774,0.732624,0.537257
13.28,-0.000920,0.736728,0.540267
13.29,-0.004964,0.739464,0.542274
13.30,-0.009355,0.740701,0.543181
13.31,-0.014066,0.740291,0.542880
13.32,-0.019047,0.738077,0.541256
13.33,-0.024226,0.733906,0.538197
13.34,-0.029509,0.727633,0.533597
13.35,-0.034783,0.719139,0.527369
13.36,-0.039919,0.708335,0.519446
13.37,-0.044777,0.695176,0.509795
13.38,-0.049210,0.679664,0.498420
13.39,-0.053067,0.661862,0.485365
13.40,-0.056206,0.641893,0.470722
13.41,-0.058489,0.619949,0.454629
13.42,-0.059797,0.596283,0.437275
13.43,-0.060027,0.571218,0.418894
13.44,-0.059104,0.545135,0.399765
13.45,-0.056979,0.518468,0.380210
13.46,-0.053633,0.491700,0.360579
13.47,-0.049082,0.465342,0.341251
13.48,-0.043373,0.439932,0.322617
13.49,-0.036589,0.416014,0.305077
13.50,-0.028844,0.394127,0.289026
13.51,-0.020278,0.374784,0.274842
13.52,-0.011061,0.358467,0.262876
13.53,-0.001382,0.345604,0.253443
13.54,0.008555,0.336561,0.246812
13.55,0.018534,0.331628,0.243194
13.56,0.028338,0.331012,0.242742
13.57,0.037749,0.334827,0.245540
13.58,0.046562,0.343093,0.251601
13.59,0.054583,0.355730,0.260869
13.60,0.061641,0.372564,0.273214
13.61,0.067590,0.393328,0.288440
13.62,0.072313,0.417670,0.306291
13.63,0.075726,0.445158,0.326449
13.64,0.077780,0.475299,0.348554
13.65,0.078460,0.507548,0.372202
13.66,0.077787,0.541318,0.396966
13.67,0.075817,0.576003,0.422403
13.68,0.072635,0.610992,0.448061
13.69,0.068356,0.645681,0.473500
13.70,0.063116,0.679492,0.498295
13.71,0.057071,0.711884,0.522048
13.72,0.050390,0.742367,0.544403
13.73,0.043247,0.770513,0.565043
13.74,0.035822,0.795964,0.583707
13.75,0.028284,0.818436,0.600186
13.76,0.020798,0.837722,0.614330
13.77,0.013511,0.853697,0.626044
13.78,0.006553,0.866310,0.635294
13.79,0.000029,0.875585,0.642096
13.80,-0.005978,0.881610,0.646515
13.81,-0.011411,0.884533,0.648657
13.82,-0.016239,0.884546,0.648667
13.83,-0.020459,0.881880,0.646712
13.84,-0.024089,0.876791,0.642981
13.85,-0.027169,0.869549,0.637670
13.86,-0.029756,0.860425,0.630979
13.87,-0.031922,0.849682,0.623100
13.88,-0.033745,0.837566,0.614216
13.89,-0.035311,0.824297,0.604484
13.90,-0.036703,0.810061,0.594045
13.91,-0.037999,0.795013,0.583009
13.92,-0.039269,0.779266,0.571461
13.93,-0.040566,0.762898,0.559458
13.94,-0.041931,0.745952,0.547032
13.95,-0.043382,0.728440,0.534190
13.96,-0.044919,0.710350,0.520923
13.97,-0.046520,0.691651,0.507211
13.98,-0.048141,0.672304,0.493023
13.99,-0.049722,0.652272,0.478333
14.00,-0.051186,0.631528,0.463120
14.01,-0.052439,0.610059,0.447376
14.02,-0.053382,0.587885,0.431116
14.03,-0.053910,0.565058,0.414377
14.04,-0.053915,0.541674,0.397227
14.05,-0.053299,0.517868,0.379770
14.06,-0.051970,0.493826,0.362139
14.07,-0.049852,0.469783,0.344507
14.08,-0.046889,0.446014,0.327078
14.09,-0.043047,0.422839,0.310082
14.10,-0.038320,0.400607,0.293779
14.11,-0.032726,0.379697,0.278444
14.12,-0.026317,0.360500,0.264367
14.13,-0.019171,0.343411,0.251835
14.14,-0.011394,0.328817,0.241132
14.15,-0.003121,0.317081,0.232526
14.16,0.005493,0.308532,0.226256
14.17,0.014274,0.303450,0.222530
14.18,0.023032,0.302059,0.221509
14.19,0.031570,0.304509,0.223306
14.20,0.039689,0.310874,0.227974
14.21,0.047192,0.321144,0.235506
14.22,0.053892,0.335224,0.245830
14.23,0.059618,0.352923,0.258810
14.24,0.064219,0.373968,0.274243
14.25,0.067571,0.398001,0.291867
14.26,0.069580,0.424588,0.311364
14.27,0.070184,0.453226,0.332366
14.28,0.069357,0.483359,0.354464
14.29,0.067110,0.514388,0.377218
14.30,0.063490,0.545686,0.400170
