group_id,group_index,story_band,zone_label,member_type,semantic_group,action_name,baseline_focus_member_id,member_id,case_id,combination_name,viewer_overlay_row_id,viewer_row_ref,row_ref,viewer_row_url,viewer_slice_url,reverse_sync_row_ref,governing_clause_label,recommended_results_card,recommended_results_series_index,recommended_results_card_label,recommended_results_series_label,recommended_results_reason_label,priority,max_dcr,projected_cost_delta,selected_in_final_loop,selected_event_index,current_congestion,trial_congestion,current_detailing_complexity,trial_detailing_complexity,current_constructability,trial_constructability,constructability_gain,congestion_gain,detailing_gain,explain_reason,detail
S09:perimeter:nogroup:slab:default,516,9,perimeter,wall,,rebar_down,26883,26883,26883,KDS_ULS_2,overlay_row::0::516::26883::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A516%3A%3A26883%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=516&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26883&member_id=26883&baseline_focus_member_id=26883&overlay_member_id=26883&case_id=26883&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A516%3A%3A26883%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=516&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26883&member_id=26883&baseline_focus_member_id=26883&overlay_member_id=26883&case_id=26883&combination=KDS_ULS_2&combination_name=KDS_ULS_2,cost_reduction::0::516::26883::rebar_down,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,234.2063992094572,0.0,154.3752,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146942.4236;current_cost=147096.7988;projected_cost_delta=154.375200;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S09:perimeter:nogroup:slab:SB1500X800,515,9,perimeter,wall,,rebar_down,26914,26914,26914,KDS_ULS_2,overlay_row::0::515::26914::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A515%3A%3A26914%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=515&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26914&member_id=26914&baseline_focus_member_id=26914&overlay_member_id=26914&case_id=26914&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A515%3A%3A26914%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=515&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26914&member_id=26914&baseline_focus_member_id=26914&overlay_member_id=26914&case_id=26914&combination=KDS_ULS_2&combination_name=KDS_ULS_2,cost_reduction::0::515::26914::rebar_down,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,230.71907248454744,0.0,154.3752,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146942.4236;current_cost=147096.7988;projected_cost_delta=154.375200;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S08:perimeter:nogroup:slab:SB1500X800,308,8,perimeter,wall,,rebar_down,26922,26922,26922,KDS_ULS_2,overlay_row::0::308::26922::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A308%3A%3A26922%3A%3Arebar_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=308&overlay_action_name=rebar_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26922&member_id=26922&baseline_focus_member_id=26922&overlay_member_id=26922&case_id=26922&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A308%3A%3A26922%3A%3Arebar_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=308&overlay_action_name=rebar_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26922&member_id=26922&baseline_focus_member_id=26922&overlay_member_id=26922&case_id=26922&combination=KDS_ULS_2&combination_name=KDS_ULS_2,cost_reduction::0::308::26922::rebar_down,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,230.7190724845474,0.0,154.3752,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146942.4236;current_cost=147096.7988;projected_cost_delta=154.375200;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S04:perimeter:1:slab:default,208,4,perimeter,slab,1,rebar_down,18693,18693,18693,,overlay_row::0::208::18693::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A208%3A%3A18693%3A%3Arebar_down&overlay_group_id=S04%3Aperimeter%3A1%3Aslab%3Adefault&overlay_group_index=208&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18693&member_id=18693&baseline_focus_member_id=18693&overlay_member_id=18693&case_id=18693,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A208%3A%3A18693%3A%3Arebar_down&overlay_group_id=S04%3Aperimeter%3A1%3Aslab%3Adefault&overlay_group_index=208&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18693&member_id=18693&baseline_focus_member_id=18693&overlay_member_id=18693&case_id=18693,cost_reduction::0::208::18693::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,355.7656569410889,0.0,102.9168,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146993.8820;current_cost=147096.7988;projected_cost_delta=102.916800;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S09:perimeter:2:slab:default,491,9,perimeter,slab,2,rebar_down,28959,28959,28959,,overlay_row::0::491::28959::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A491%3A%3A28959%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3A2%3Aslab%3Adefault&overlay_group_index=491&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28959&member_id=28959&baseline_focus_member_id=28959&overlay_member_id=28959&case_id=28959,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A491%3A%3A28959%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3A2%3Aslab%3Adefault&overlay_group_index=491&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28959&member_id=28959&baseline_focus_member_id=28959&overlay_member_id=28959&case_id=28959,cost_reduction::0::491::28959::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,355.7656569410889,0.0,102.9168,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146993.8820;current_cost=147096.7988;projected_cost_delta=102.916800;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S04:intermediate:1:slab:default,90,4,intermediate,slab,1,rebar_down,18108,18108,18108,,overlay_row::0::90::18108::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A90%3A%3A18108%3A%3Arebar_down&overlay_group_id=S04%3Aintermediate%3A1%3Aslab%3Adefault&overlay_group_index=90&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18108&member_id=18108&baseline_focus_member_id=18108&overlay_member_id=18108&case_id=18108,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A90%3A%3A18108%3A%3Arebar_down&overlay_group_id=S04%3Aintermediate%3A1%3Aslab%3Adefault&overlay_group_index=90&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18108&member_id=18108&baseline_focus_member_id=18108&overlay_member_id=18108&case_id=18108,cost_reduction::0::90::18108::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,340.4800016417341,0.0,101.588337,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146995.2104;current_cost=147096.7988;projected_cost_delta=101.588337;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S09:intermediate:2:slab:default,357,9,intermediate,slab,2,rebar_down,28948,28948,28948,,overlay_row::0::357::28948::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A357%3A%3A28948%3A%3Arebar_down&overlay_group_id=S09%3Aintermediate%3A2%3Aslab%3Adefault&overlay_group_index=357&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28948&member_id=28948&baseline_focus_member_id=28948&overlay_member_id=28948&case_id=28948,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A357%3A%3A28948%3A%3Arebar_down&overlay_group_id=S09%3Aintermediate%3A2%3Aslab%3Adefault&overlay_group_index=357&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28948&member_id=28948&baseline_focus_member_id=28948&overlay_member_id=28948&case_id=28948,cost_reduction::0::357::28948::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,340.4800016417341,0.0,101.588337,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146995.2104;current_cost=147096.7988;projected_cost_delta=101.588337;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S04:core:1:slab:default,52,4,core,slab,1,rebar_down,18526,18526,18526,,overlay_row::0::52::18526::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A52%3A%3A18526%3A%3Arebar_down&overlay_group_id=S04%3Acore%3A1%3Aslab%3Adefault&overlay_group_index=52&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18526&member_id=18526&baseline_focus_member_id=18526&overlay_member_id=18526&case_id=18526,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A52%3A%3A18526%3A%3Arebar_down&overlay_group_id=S04%3Acore%3A1%3Aslab%3Adefault&overlay_group_index=52&overlay_action_name=rebar_down&overlay_story_band=4&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18526&member_id=18526&baseline_focus_member_id=18526&overlay_member_id=18526&case_id=18526,cost_reduction::0::52::18526::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,316.1473911284213,0.0,100.791026,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146996.0077;current_cost=147096.7988;projected_cost_delta=100.791026;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S09:core:2:slab:default,310,9,core,slab,2,rebar_down,28954,28954,28954,,overlay_row::0::310::28954::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A310%3A%3A28954%3A%3Arebar_down&overlay_group_id=S09%3Acore%3A2%3Aslab%3Adefault&overlay_group_index=310&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28954&member_id=28954&baseline_focus_member_id=28954&overlay_member_id=28954&case_id=28954,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A310%3A%3A28954%3A%3Arebar_down&overlay_group_id=S09%3Acore%3A2%3Aslab%3Adefault&overlay_group_index=310&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28954&member_id=28954&baseline_focus_member_id=28954&overlay_member_id=28954&case_id=28954,cost_reduction::0::310::28954::rebar_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,316.1473911284213,0.0,100.791026,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=146996.0077;current_cost=147096.7988;projected_cost_delta=100.791026;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S05:perimeter:2:column:P 50x4,278,5,perimeter,column,2,rebar_down,31766,31766,31766,KDS_ULS_2,overlay_row::0::278::31766::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A278%3A%3A31766%3A%3Arebar_down&overlay_group_id=S05%3Aperimeter%3A2%3Acolumn%3AP+50x4&overlay_group_index=278&overlay_action_name=rebar_down&overlay_story_band=5&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=31766&member_id=31766&baseline_focus_member_id=31766&overlay_member_id=31766&case_id=31766&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A278%3A%3A31766%3A%3Arebar_down&overlay_group_id=S05%3Aperimeter%3A2%3Acolumn%3AP+50x4&overlay_group_index=278&overlay_action_name=rebar_down&overlay_story_band=5&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=31766&member_id=31766&baseline_focus_member_id=31766&overlay_member_id=31766&case_id=31766&combination=KDS_ULS_2&combination_name=KDS_ULS_2,cost_reduction::0::278::31766::rebar_down,KDS-MOMENT-Y-001,envelope,0,Envelope,Envelope drift,default cost-reduction review opens the envelope response first,293.8160948791812,-0.6129373705877352,47.993856,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147048.8049;current_cost=147096.7988;projected_cost_delta=47.993856;trial_max_dcr=0.9857;trial_drift=1.9872;trial_residual=0.3740
S05:intermediate:2:column:P 50x4,261,5,intermediate,column,2,rebar_down,30990,30990,30990,KDS_ULS_2,overlay_row::0::261::30990::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A261%3A%3A30990%3A%3Arebar_down&overlay_group_id=S05%3Aintermediate%3A2%3Acolumn%3AP+50x4&overlay_group_index=261&overlay_action_name=rebar_down&overlay_story_band=5&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=30990&member_id=30990&baseline_focus_member_id=30990&overlay_member_id=30990&case_id=30990&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A261%3A%3A30990%3A%3Arebar_down&overlay_group_id=S05%3Aintermediate%3A2%3Acolumn%3AP+50x4&overlay_group_index=261&overlay_action_name=rebar_down&overlay_story_band=5&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=30990&member_id=30990&baseline_focus_member_id=30990&overlay_member_id=30990&case_id=30990&combination=KDS_ULS_2&combination_name=KDS_ULS_2,cost_reduction::0::261::30990::rebar_down,KDS-MOMENT-Y-001,envelope,0,Envelope,Envelope drift,default cost-reduction review opens the envelope response first,281.7633361090662,-0.553470221251515,47.993856,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147048.8049;current_cost=147096.7988;projected_cost_delta=47.993856;trial_max_dcr=0.9862;trial_drift=1.9872;trial_residual=0.3740
S01:intermediate:nogroup:beam:SB1900X1200,29,1,intermediate,foundation,,rebar_down,6132,6132,6132,,overlay_row::0::29::6132::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A29%3A%3A6132%3A%3Arebar_down&overlay_group_id=S01%3Aintermediate%3Anogroup%3Abeam%3ASB1900X1200&overlay_group_index=29&overlay_action_name=rebar_down&overlay_story_band=1&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=6132&member_id=6132&baseline_focus_member_id=6132&overlay_member_id=6132&case_id=6132,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A29%3A%3A6132%3A%3Arebar_down&overlay_group_id=S01%3Aintermediate%3Anogroup%3Abeam%3ASB1900X1200&overlay_group_index=29&overlay_action_name=rebar_down&overlay_story_band=1&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=6132&member_id=6132&baseline_focus_member_id=6132&overlay_member_id=6132&case_id=6132,cost_reduction::0::29::6132::rebar_down,,envelope,0,Envelope,Envelope drift,default cost-reduction review opens the envelope response first,435.3081146304677,0.0,31.266005,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147065.5328;current_cost=147096.7988;projected_cost_delta=31.266005;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S00:core:nogroup:beam:SB1000X1200,0,0,core,foundation,,rebar_down,5847,5847,5847,,overlay_row::0::0::5847::rebar_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A0%3A%3A5847%3A%3Arebar_down&overlay_group_id=S00%3Acore%3Anogroup%3Abeam%3ASB1000X1200&overlay_group_index=0&overlay_action_name=rebar_down&overlay_story_band=0&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=5847&member_id=5847&baseline_focus_member_id=5847&overlay_member_id=5847&case_id=5847,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A0%3A%3A5847%3A%3Arebar_down&overlay_group_id=S00%3Acore%3Anogroup%3Abeam%3ASB1000X1200&overlay_group_index=0&overlay_action_name=rebar_down&overlay_story_band=0&overlay_zone_label=core&overlay_selected_event_index=0&results_card=envelope&results_series_index=0&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=5847&member_id=5847&baseline_focus_member_id=5847&overlay_member_id=5847&case_id=5847,cost_reduction::0::0::5847::rebar_down,,envelope,0,Envelope,Envelope drift,default cost-reduction review opens the envelope response first,398.9181179852934,0.0,31.266005,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147065.5328;current_cost=147096.7988;projected_cost_delta=31.266005;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S09:perimeter:2:slab:default,491,9,perimeter,slab,2,slab_thickness_down,28959,28959,28959,,overlay_row::0::491::28959::slab_thickness_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A491%3A%3A28959%3A%3Aslab_thickness_down&overlay_group_id=S09%3Aperimeter%3A2%3Aslab%3Adefault&overlay_group_index=491&overlay_action_name=slab_thickness_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28959&member_id=28959&baseline_focus_member_id=28959&overlay_member_id=28959&case_id=28959,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A491%3A%3A28959%3A%3Aslab_thickness_down&overlay_group_id=S09%3Aperimeter%3A2%3Aslab%3Adefault&overlay_group_index=491&overlay_action_name=slab_thickness_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=28959&member_id=28959&baseline_focus_member_id=28959&overlay_member_id=28959&case_id=28959,cost_reduction::0::491::28959::slab_thickness_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,355.7656569410889,0.0,7.40225,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147089.3965;current_cost=147096.7988;projected_cost_delta=7.402250;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
S04:intermediate:1:slab:default,90,4,intermediate,slab,1,slab_thickness_down,18108,18108,18108,,overlay_row::0::90::18108::slab_thickness_down,,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A90%3A%3A18108%3A%3Aslab_thickness_down&overlay_group_id=S04%3Aintermediate%3A1%3Aslab%3Adefault&overlay_group_index=90&overlay_action_name=slab_thickness_down&overlay_story_band=4&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18108&member_id=18108&baseline_focus_member_id=18108&overlay_member_id=18108&case_id=18108,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A90%3A%3A18108%3A%3Aslab_thickness_down&overlay_group_id=S04%3Aintermediate%3A1%3Aslab%3Adefault&overlay_group_index=90&overlay_action_name=slab_thickness_down&overlay_story_band=4&overlay_zone_label=intermediate&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18108&member_id=18108&baseline_focus_member_id=18108&overlay_member_id=18108&case_id=18108,cost_reduction::0::90::18108::slab_thickness_down,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,340.4800016417341,0.0,7.306701,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominated_by_higher_gain_candidate_or_batch_budget,trial_cost=147089.4921;current_cost=147096.7988;projected_cost_delta=7.306701;trial_max_dcr=0.9332;trial_drift=1.9872;trial_residual=0.3740
