time_s,across_wind_force_kN,along_wind_force_kN
4197.0,13.489833,28.906416
4198.0,-39.716321,1.813074
4199.0,-54.644348,-10.823096
4200.0,-35.972883,-18.390354
4201.0,-5.891532,-32.636887
4202.0,9.806111,-29.085135
4203.0,-3.239324,2.932975
4204.0,29.949954,28.587116
4205.0,62.796309,26.822887
4206.0,31.887178,19.803303
4207.0,-1.675328,16.345492
4208.0,-22.555633,-4.162302
4209.0,-18.739807,-33.976167
4210.0,-18.486921,-36.621067
4211.0,-54.456442,-12.735110
4212.0,-37.174235,4.289806
4213.0,16.199875,12.020447
4214.0,32.105681,28.126249
4215.0,31.826217,36.030024
4216.0,20.133232,12.260592
4217.0,30.959712,-19.746882
4218.0,37.583444,-27.278301
4219.0,-18.878382,-22.045277
4220.0,-49.922406,-21.716715
4221.0,-34.172735,-8.717329
4222.0,-22.348862,23.144711
4223.0,-13.478306,39.210022
4224.0,-19.710218,22.958915
4225.0,10.526028,3.233012
4226.0,61.284387,-5.234397
4227.0,42.883046,-20.608139
4228.0,12.187658,-37.541411
4229.0,4.445719,-25.699189
4230.0,-2.004611,7.510070
4231.0,-11.171748,24.445074
4232.0,-52.547701,22.693106
4233.0,-56.192250,24.258400
4234.0,-3.116893,19.413479
4235.0,12.704992,-9.249294
4236.0,12.440240,-36.071182
4237.0,21.626727,-30.860469
4238.0,37.984001,-11.216827
4239.0,53.960445,-1.472823
4240.0,8.026316,11.453572
4241.0,-35.831303,33.728869
4242.0,-22.855360,35.286654
4243.0,-23.391094,6.445272
4244.0,-32.562524,-18.176326
4245.0,-35.985427,-21.588928
4246.0,-12.619774,-24.209971
4247.0,44.548018,-26.652222
4248.0,44.229311,-5.481613
4249.0,16.519700,27.541343
4250.0,24.875211,34.988220
4251.0,21.946948,18.861328
4252.0,2.654621,7.776181
4253.0,-38.375432,-2.028798
4254.0,-60.929760,-25.535861
4255.0,-19.430705,-39.571475
4256.0,-3.710251,-20.029354
4257.0,-13.408660,8.869735
4258.0,9.082758,18.552433
4259.0,36.579004,22.035650
4260.0,58.010436,29.838911
4261.0,31.123729,18.780996
4262.0,-15.649647,-14.866682
4263.0,-6.238308,-34.362937
4264.0,-9.437245,-25.154964
4265.0,-40.175279,-13.441014
4266.0,-48.129858,-6.529375
4267.0,-31.573572,14.510365
4268.0,18.575831,37.994766
4269.0,34.328453,31.093778
4270.0,11.354503,2.493195
4271.0,31.837945,-13.483327
4272.0,44.867217,-18.261133
4273.0,19.768744,-29.062302
4274.0,-17.817761,-28.734939
4275.0,-49.515083,-0.000000
4276.0,-27.093942,28.715709
4277.0,-13.270532,29.023416
4278.0,-36.167578,18.224495
4279.0,-13.821640,13.447270
4280.0,26.752551,-2.484864
4281.0,49.830013,-30.969136
4282.0,41.887786,-37.817140
4283.0,4.697864,-14.432866
4284.0,10.873150,6.490156
4285.0,13.593196,13.351343
4286.0,-32.802364,24.970430
4287.0,-52.818224,34.088038
4288.0,-40.899526,14.737887
4289.0,-7.055135,-18.605839
4290.0,15.196002,-29.540860
4291.0,-0.999518,-21.800957
4292.0,23.858176,-18.342569
4293.0,58.212756,-8.763540
4294.0,35.924657,19.776322
4295.0,2.043228,39.045461
4296.0,-26.279413,25.179586
4297.0,-22.560528,1.999156
4298.0,-14.324502,-7.657449
4299.0,-48.139006,-18.560941
4300.0,-39.118178,-34.408009
4301.0,10.465021,-27.066548
4302.0,33.384586,5.383518
4303.0,36.576714,26.157815
4304.0,18.276754,23.745022
4305.0,24.305043,21.160197
4306.0,36.988158,17.803489
4307.0,-12.489274,-6.308858
4308.0,-48.099507,-34.516800
4309.0,-39.018902,-32.971025
4310.0,-23.028243,-11.188770
4311.0,-7.501470,1.437814
4312.0,-17.015141,10.942917
4313.0,4.953652,30.086841
4314.0,56.617805,35.143541
4315.0,46.493809,9.005439
4316.0,15.484776,-18.889087
4317.0,0.033025,-23.587456
4318.0,-6.230110,-22.050801
4319.0,-7.206621,-23.737412
4320.0,-46.196703,-7.287821
4321.0,-57.471467,24.922116
4322.0,-8.281926,36.382119
4323.0,14.462254,19.958514
4324.0,17.643828,5.066036
4325.0,19.689941,-3.126951
4326.0,31.095857,-22.191037
4327.0,52.786834,-37.873534
4328.0,13.606391,-22.341028
4329.0,-34.320641,8.409063
4330.0,-27.917284,20.934915
4331.0,-23.977342,21.237612
4332.0,-26.021681,26.261566
4333.0,-32.767558,18.998318
4334.0,-17.465392,-11.788038
4335.0,40.280229,-34.618501
4336.0,47.662022,-27.006560
4337.0,19.625451,-11.534320
4338.0,19.855404,-4.113610
4339.0,17.017300,12.204004
4340.0,6.183110,35.070747
4341.0,-32.391265,32.516435
4342.0,-61.910956,3.980860
4343.0,-24.030795,-15.622701
4344.0,-1.480470,-18.915193
4345.0,-7.460428,-25.603177
4346.0,7.508313,-27.269304
4347.0,29.701489,-2.795938
4348.0,56.585526,27.708058
4349.0,35.895004,31.071314
4350.0,-14.714668,17.496738
4351.0,-11.737903,10.290459
4352.0,-10.413860,-1.722722
4353.0,-33.364818,-27.447996
4354.0,-44.457057,-37.915218
4355.0,-35.726806,-16.520401
4356.0,15.089922,7.855599
4357.0,37.950620,15.209404
4358.0,14.563857,22.366747
4359.0,26.572265,31.229521
4360.0,39.167761,16.551226
4361.0,22.690017,-16.544071
4362.0,-12.481585,-31.189038
4363.0,-50.725048,-22.318444
4364.0,-31.349719,-15.163439
4365.0,-10.729880,-7.825089
4366.0,-29.472173,16.442015
4367.0,-14.627645,37.702706
4368.0,20.184465,27.270564
4369.0,48.560349,1.710107
4370.0,46.175475,-10.206277
4371.0,4.964111,-17.338611
4372.0,4.850272,-30.763906
4373.0,11.854333,-27.410227
4374.0,-26.215093,2.763496
4375.0,-48.904972,26.929613
4376.0,-44.617974,25.262408
4377.0,-9.659833,18.647325
4378.0,19.373556,15.388165
4379.0,2.586506,-3.917713
4380.0,18.847953,-31.973024
4381.0,51.993793,-34.454895
4382.0,38.203961,-11.979356
4383.0,6.668283,4.034405
4384.0,-28.189162,11.302481
4385.0,-26.876281,26.440916
4386.0,-11.739974,33.864216
4387.0,-40.996960,11.521259
4388.0,-38.979727,-18.552364
4389.0,4.483097,-25.623034
4390.0,32.606831,-20.703394
4391.0,40.921794,-20.390745
4392.0,18.039014,-8.183434
4393.0,17.828128,21.722880
4394.0,34.385599,36.793952
4395.0,-6.631674,21.539949
4396.0,-44.278980,3.032597
4397.0,-42.680466,-4.908951
4398.0,-25.006681,-19.323040
4399.0,-2.562886,-35.193481
4400.0,-12.871218,-24.087197
4401.0,0.637654,7.037628
4402.0,50.390969,22.902842
4403.0,48.280959,21.257292
4404.0,19.560904,22.719165
4405.0,-2.781980,18.178167
4406.0,-11.065276,-8.659085
4407.0,-4.882839,-33.762984
4408.0,-39.093823,-28.880202
4409.0,-56.560720,-10.495068
4410.0,-13.521416,-1.377792
4411.0,14.335554,10.712530
4412.0,22.585103,31.540688
4413.0,19.362289,32.991225
4414.0,24.373349,6.024875
4415.0,49.530541,-16.987600
4416.0,18.436649,-20.173274
4417.0,-30.964125,-22.618263
4418.0,-31.886562,-24.895354
4419.0,-25.851833,-5.119334
4420.0,-20.404137,25.716430
4421.0,-28.022483,32.663909
4422.0,-20.882669,17.605145
4423.0,34.631476,7.256964
4424.0,49.290748,-1.892993
4425.0,23.468257,-23.822239
4426.0,16.296910,-36.909354
4427.0,11.336617,-18.678567
4428.0,7.974854,8.270085
4429.0,-25.807260,17.295103
4430.0,-60.719673,20.538628
4431.0,-28.581810,27.806868
4432.0,-1.007071,17.498933
4433.0,-1.614105,-13.849405
4434.0,7.626296,-32.006027
4435.0,23.040972,-23.425555
4436.0,53.107600,-12.514780
4437.0,39.763684,-6.078383
4438.0,-12.105574,13.505802
4439.0,-16.257261,35.358326
4440.0,-12.764306,28.931275
4441.0,-27.460549,2.319406
4442.0,-39.228793,-12.541353
4443.0,-38.342092,-16.982519
4444.0,10.435185,-27.022887
4445.0,39.862705,-26.714046
4446.0,18.533907,-0.000000
4447.0,22.741308,26.687332
4448.0,32.616736,26.968867
4449.0,23.782072,16.931621
4450.0,-6.713838,12.491263
4451.0,-49.885483,-2.307833
4452.0,-35.510375,-28.758127
4453.0,-9.881098,-35.111574
4454.0,-22.773023,-13.398143
4455.0,-13.618291,6.023902
4456.0,13.929313,12.390212
4457.0,45.344995,23.169207
4458.0,49.515396,31.624147
4459.0,6.761771,13.670488
4460.0,-0.284948,-17.255612
4461.0,8.627089,-27.392826
4462.0,-20.609024,-20.212602
4463.0,-43.468077,-17.003568
4464.0,-46.773195,-8.122562
4465.0,-13.263416,18.327065
4466.0,21.971881,36.178634
4467.0,6.988321,23.327315
4468.0,15.333558,1.851816
4469.0,44.907890,-7.092027
4470.0,38.595749,-17.187858
4471.0,11.593637,-31.857902
4472.0,-28.217379,-25.056862
4473.0,-31.127158,4.983065
4474.0,-10.839467,24.208543
4475.0,-33.833611,21.972372
4476.0,-36.928905,19.577696
4477.0,-1.075740,16.469668
4478.0,30.019688,-5.835374
4479.0,44.371828,-31.921771
4480.0,19.254678,-30.487919
4481.0,12.188811,-10.344676
4482.0,30.215538,1.329159
4483.0,-1.876719,10.114562
4484.0,-39.018341,27.805506
4485.0,-44.823215,32.474338
4486.0,-27.900310,8.320331
4487.0,0.914852,-17.449699
4488.0,-7.858964,-21.787114
4489.0,-2.087893,-20.365024
4490.0,43.368562,-21.919783
4491.0,48.175733,-6.728887
4492.0,23.868023,23.007715
4493.0,-3.860485,33.583035
4494.0,-15.910464,18.420605
4495.0,-4.270075,4.675069
4496.0,-32.027926,-2.885262
4497.0,-53.712701,-20.473240
4498.0,-18.247110,-34.937351
4499.0,12.519639,-20.606433
4500.0,26.732336,7.755202
4501.0,20.480574,19.304697
4502.0,18.484612,19.581414
4503.0,44.696524,24.210622
4504.0,22.057456,17.512486
4505.0,-26.277418,-10.864804
4506.0,-34.415749,-31.903378
4507.0,-28.641279,-24.885485
4508.0,-16.180609,-10.627170
4509.0,-22.383732,-3.789639
4510.0,-22.636603,11.241563
4511.0,28.306723,32.301245
4512.0,49.075613,29.945217
4513.0,27.529741,3.665659
4514.0,14.395307,-14.384089
4515.0,5.573895,-17.413594
4516.0,8.021298,-23.568031
4517.0,-19.352133,-25.098956
4518.0,-57.644363,-2.573130
4519.0,-32.573010,25.497240
4520.0,-2.144030,28.589070
4521.0,3.528078,16.097231
4522.0,9.226557,9.466358
4523.0,17.244741,-1.584594
4524.0,48.105241,-25.244579
4525.0,42.375654,-34.867940
4526.0,-8.268511,-15.191090
4527.0,-19.413003,7.222768
4528.0,-16.072716,13.982762
4529.0,-22.944773,20.560818
4530.0,-33.119466,28.705168
4531.0,-39.274084,15.211867
4532.0,5.216882,-15.203819
4533.0,40.011843,-28.659636
4534.0,22.743124,-20.506492
4535.0,20.553991,-13.931066
4536.0,25.953952,-7.188454
4537.0,23.112355,15.102931
4538.0,-1.154511,34.628930
4539.0,-47.260488,25.045023
4540.0,-39.115363,1.570405
4541.0,-10.606864,-9.371680
4542.0,-16.737544,-15.919387
4543.0,-11.091326,-28.243332
4544.0,8.581124,-25.162273
4545.0,40.689712,2.536643
4546.0,51.618518,24.716909
4547.0,9.721342,23.184772
4548.0,-4.106955,17.112326
4549.0,4.406315,14.120309
4550.0,-16.423549,-3.594638
4551.0,-37.196029,-29.334049
4552.0,-47.277056,-31.608604
4553.0,-17.366685,-10.988904
4554.0,22.886814,3.700559
4555.0,11.653656,10.366423
4556.0,13.482838,24.249312
4557.0,37.733464,31.055042
4558.0,37.242667,10.564760
4559.0,16.271139,-17.010927
4560.0,-26.554534,-23.492473
4561.0,-34.858332,-18.980585
4562.0,-11.505106,-18.692674
4563.0,-27.344822,-7.501440
4564.0,-33.364011,19.911209
4565.0,-5.698136,33.723158
4566.0,26.070732,19.740970
4567.0,46.643061,2.779144
4568.0,21.610541,-4.498397
4569.0,7.844535,-17.705894
4570.0,25.056891,-32.246188
4571.0,1.430528,-22.068691
4572.0,-32.983082,6.447498
4573.0,-45.373818,20.981152
4574.0,-31.285021,19.472574
4575.0,2.757535,20.810557
4576.0,-2.577252,16.650136
4577.0,-3.139630,-7.930791
4578.0,36.310847,-30.921642
4579.0,46.376034,-26.448414
4580.0,27.929433,-9.610872
4581.0,-3.301236,-1.261652
4582.0,-20.269817,9.809054
4583.0,-5.219194,28.879235
4584.0,-25.670468,30.205975
4585.0,-49.402269,5.515982
4586.0,-22.039238,-15.552048
4587.0,9.389376,-18.467716
4588.0,29.752010,-20.705119
4589.0,22.743638,-22.788667
4590.0,13.895391,-4.685939
4591.0,38.920571,23.538400
4592.0,24.244149,29.896332
4593.0,-20.864775,16.112885
4594.0,-35.408383,6.641606
4595.0,-31.940872,-1.732415
4596.0,-13.583570,-21.800721
4597.0,-16.497474,-33.776179
4598.0,-22.744575,-17.092432
4599.0,21.988036,7.567579
4600.0,47.232576,15.825495
4601.0,31.370300,18.792874
4602.0,14.123342,25.442626
4603.0,0.295918,16.010687
4604.0,6.527814,-12.671223
4605.0,-13.624683,-29.282533
4606.0,-53.181966,-21.431704
4607.0,-35.668988,-11.449339
4608.0,-4.581681,-5.560786
4609.0,7.554801,12.355485
4610.0,11.966856,32.346174
4611.0,12.755166,26.466169
4612.0,42.223661,2.121745
4613.0,43.614420,-11.472389
4614.0,-3.719707,-15.534785
4615.0,-21.062410,-24.718896
4616.0,-19.896119,-24.436085
4617.0,-20.066556,-0.000000
4618.0,-26.807195,24.411126
4619.0,-38.625989,24.668425
4620.0,0.000000,15.487232
4621.0,38.586656,11.425589
4622.0,26.752627,-2.110931
4623.0,20.005318,-26.304396
4624.0,19.815204,-32.115633
4625.0,20.955394,-12.254898
4626.0,3.697040,5.509884
4627.0,-43.304515,11.332956
4628.0,-41.880964,21.192197
4629.0,-12.638765,28.925741
4630.0,-11.845582,12.504060
4631.0,-7.470631,-15.783351
4632.0,4.526026,-25.055785
4633.0,35.199863,-18.488266
4634.0,52.429132,-15.553113
4635.0,13.418157,-7.429748
4636.0,-6.422328,16.764022
4637.0,-0.290840,33.093465
4638.0,-13.866890,21.338312
4639.0,-30.769389,1.693943
4640.0,-46.280766,-6.487504
4641.0,-21.523069,-15.723012
4642.0,22.241012,-29.143276
4643.0,16.115852,-22.922163
4644.0,13.255893,4.558623
4645.0,31.138754,22.146977
4646.0,34.484196,20.101660
4647.0,20.299598,17.911265
4648.0,-23.563541,15.068142
4649.0,-37.789649,-5.338930
4650.0,-13.477975,-29.206781
4651.0,-22.038105,-27.895629
4652.0,-28.799916,-9.465367
4653.0,-9.079720,1.216214
4654.0,21.290865,9.255364
4655.0,47.676553,25.444320
4656.0,24.748745,29.717655
4657.0,5.026718,7.614291
4658.0,19.502611,-15.969526
4659.0,3.173084,-19.939738
4660.0,-26.818196,-18.638925
4661.0,-44.486031,-20.062677
4662.0,-34.795998,-6.159040
4663.0,3.005623,21.060127
4664.0,2.464770,30.741542
4665.0,-2.634536,16.862746
4666.0,29.859567,4.279881
4667.0,43.262998,-2.641488
4668.0,31.417168,-18.744340
4669.0,-1.361247,-31.988529
4670.0,-23.819515,-18.868108
4671.0,-7.449693,7.101342
4672.0,-20.502298,17.677975
4673.0,-44.206894,17.932315
4674.0,-24.684400,22.172851
4675.0,5.389753,16.039365
4676.0,31.526907,-9.951431
4677.0,25.813424,-29.223024
4678.0,10.849979,-22.796067
4679.0,32.840744,-9.735478
4680.0,24.992721,-3.471873
4681.0,-15.298951,10.299581
4682.0,-34.982730,29.596441
4683.0,-35.408636,27.439462
4684.0,-12.639615,3.359144
4685.0,-10.914028,-13.182197
4686.0,-21.413074,-15.959647
4687.0,16.232364,-21.601709
4688.0,44.145544,-23.006520
4689.0,34.698047,-2.358783
4690.0,15.305513,23.374962
4691.0,-4.102318,26.211374
4692.0,3.819856,14.759562
4693.0,-9.032896,8.680371
4694.0,-47.915994,-1.453138
4695.0,-37.734120,-23.152137
4696.0,-7.950032,-31.980397
4697.0,10.265586,-13.934186
4698.0,15.476332,6.625704
4699.0,9.798053,12.827955
4700.0,36.097502,18.864336
4701.0,43.571797,26.338947
4702.0,1.063368,13.959136
4703.0,-21.267083,-13.952980
4704.0,-23.858668,-26.304115
4705.0,-18.876364,-18.822776
4706.0,-20.866629,-12.788407
4707.0,-36.675097,-6.599452
4708.0,-4.777215,13.866742
4709.0,35.929521,31.797548
4710.0,30.269889,22.999472
4711.0,20.950479,1.442283
4712.0,14.661644,-8.607939
4713.0,17.691714,-14.623507
4714.0,7.528160,-25.946875
4715.0,-38.544542,-23.118704
4716.0,-43.714384,2.330869
4717.0,-15.655780,22.714244
4718.0,-8.368438,21.308506
4719.0,-3.196908,15.729169
4720.0,1.940934,12.980398
4721.0,29.459555,-3.304811
4722.0,52.085184,-26.971902
4723.0,17.469315,-29.066553
4724.0,-7.234058,-10.106290
4725.0,-5.022120,3.403724
4726.0,-12.958084,9.536000
4727.0,-24.757921,22.309378
4728.0,-44.093099,28.574025
4729.0,-25.409024,9.721890
4730.0,20.300362,-15.655660
4731.0,20.054870,-21.623448
4732.0,14.483639,-17.472665
4733.0,25.613644,-17.209762
4734.0,30.749143,-6.907207
4735.0,23.456110,18.336243
4736.0,-19.671022,31.059639
4737.0,-39.823931,18.184133
4738.0,-16.454334,2.560305
4739.0,-18.214296,-4.144722
4740.0,-23.752436,-16.315974
4741.0,-11.113856,-29.718819
4742.0,16.183390,-20.341750
4743.0,47.594367,5.943770
4744.0,28.353801,19.344600
4745.0,3.776788,17.956178
4746.0,14.059676,19.192647
4747.0,3.408320,15.357839
4748.0,-21.053384,-7.316283
4749.0,-42.456231,-28.529802
4750.0,-38.185328,-24.406110
4751.0,1.836703,-8.870027
4752.0,6.907262,-1.164570
4753.0,-0.803345,9.055602
4754.0,24.477771,26.664944
4755.0,39.289649,27.894152
4756.0,34.170949,5.094587
4757.0,1.642107,-14.366138
4758.0,-26.414790,-17.062102
4759.0,-10.646177,-19.132179
4760.0,-16.802927,-21.060735
4761.0,-38.687722,-4.331314
4762.0,-26.151102,21.760500
4763.0,0.936289,27.642625
4764.0,32.113579,14.900630
4765.0,29.396195,6.142920
4766.0,9.409619,-1.602599
4767.0,26.997639,-20.170429
4768.0,24.452656,-31.255524
4769.0,-10.038134,-15.819496
4770.0,-33.388548,7.005171
4771.0,-38.815606,14.651857
4772.0,-13.241989,17.402138
4773.0,-6.029906,23.563831
4774.0,-18.942323,14.830951
4775.0,11.424852,-11.739596
4776.0,40.255232,-27.134345
4777.0,37.378918,-19.862962
4778.0,17.707026,-10.613163
4779.0,-7.406027,-5.155588
4780.0,0.244411,11.457239
4781.0,-5.794952,30.000030
4782.0,-42.399946,24.550988
4783.0,-38.796355,1.968569
4784.0,-11.907723,-10.646124
4785.0,11.632151,-14.418616
4786.0,19.435580,-22.947138
4787.0,8.426017,-22.688864
4788.0,30.256148,-0.000000
4789.0,42.469269,22.674291
4790.0,5.711033,22.917671
4791.0,-20.213320,14.390852
4792.0,-27.699606,10.618801
4793.0,-19.297217,-1.962256
4794.0,-15.714238,-24.456538
4795.0,-33.770788,-29.865430
4796.0,-8.833314,-11.398511
4797.0,32.430185,5.125869
4798.0,33.153521,10.545213
4799.0,23.189214,19.723127
4800.0,10.770284,26.926034
4801.0,13.706654,11.641999
4802.0,10.198226,-14.698222
4803.0,-33.472029,-23.337976
4804.0,-44.669317,-17.224294
4805.0,-19.364741,-14.492828
4806.0,-6.404479,-6.924700
4807.0,1.354448,15.627755
4808.0,0.844407,30.856924
4809.0,23.946613,19.900453
4810.0,50.833181,1.580137
4811.0,21.588592,-6.052949
4812.0,-6.666085,-14.673004
4813.0,-9.468872,-27.202957
4814.0,-13.601531,-21.400713
4815.0,-19.571866,4.256981
4816.0,-41.075867,20.686087
4817.0,-28.837882,18.779852
4818.0,17.376028,16.737220
4819.0,23.299378,14.083612
4820.0,16.952364,-4.991215
4821.0,21.462426,-27.310777
4822.0,26.452803,-26.090670
4823.0,25.668498,-8.854942
4824.0,-15.272228,1.138041
4825.0,-40.999012,8.662466
4826.0,-20.160279,23.819875
4827.0,-16.003692,27.826860
4828.0,-18.653865,7.131497
4829.0,-11.831659,-14.960468
4830.0,11.151645,-18.684224
4831.0,46.614217,-17.469456
4832.0,32.195818,-18.808352
4833.0,4.018396,-5.775356
4834.0,9.099819,19.752904
4835.0,2.286209,28.840338
4836.0,-16.063615,15.823705
4837.0,-39.620861,4.017142
4838.0,-41.323356,-2.479935
4839.0,-0.522546,-17.602256
4840.0,10.540367,-30.046884
4841.0,2.097315,-17.727234
4842.0,20.449851,6.673611
4843.0,34.878999,16.617335
4844.0,36.160502,16.860638
4845.0,5.412067,20.852993
4846.0,-28.042774,15.088418
4847.0,-14.529669,-9.363801
4848.0,-14.691616,-27.504410
4849.0,-33.305768,-21.460907
4850.0,-26.520555,-9.167625
4851.0,-3.643868,-3.270207
4852.0,31.661752,9.703832
4853.0,33.278268,27.891761
4854.0,9.523363,25.865756
4855.0,21.787519,3.167319
4856.0,22.836912,-12.432686
4857.0,-5.398674,-15.056183
4858.0,-30.910112,-20.384242
4859.0,-42.040131,-21.715642
4860.0,-15.229946,-2.227027
4861.0,-2.088674,22.075191
4862.0,-15.634735,24.760526
4863.0,7.790695,13.946348
4864.0,35.961940,8.204321
4865.0,39.392561,-1.373817
4866.0,21.102884,-21.894320
4867.0,-9.536698,-30.251215
4868.0,-3.899588,-13.184376
4869.0,-3.988662,6.270893
4870.0,-37.079294,12.144360
4871.0,-38.970638,17.864010
4872.0,-16.188622,24.949191
4873.0,11.724795,13.226277
4874.0,23.609270,-13.224141
4875.0,8.590255,-24.937104
4876.0,25.083435,-17.849588
4877.0,40.561991,-12.130636
4878.0,9.974963,-6.261783
4879.0,-18.122681,13.160972
4880.0,-31.265383,30.187763
4881.0,-21.198849,21.841343
4882.0,-11.612083,1.370051
4883.0,-30.241545,-8.179186
4884.0,-12.017795,-13.899135
4885.0,28.437146,-24.668740
4886.0,35.366158,-21.986265
4887.0,26.527275,2.217340
4888.0,8.275108,21.614217
4889.0,9.322058,20.282496
4890.0,11.679721,14.976204
4891.0,-28.475941,12.362658
4892.0,-44.865537,-3.148464
4893.0,-23.536968,-25.703505
4894.0,-5.946765,-27.707881
4895.0,5.905677,-9.636757
4896.0,1.171317,3.246559
4897.0,19.002606,9.098403
4898.0,48.931005,21.292018
4899.0,25.586890,27.279197
4900.0,-4.881698,9.284147
4901.0,-13.428587,-14.955266
4902.0,-15.660133,-20.662341
4903.0,-15.470874,-16.701132
4904.0,-37.553250,-16.454857
4905.0,-31.721100,-6.606244
4906.0,13.747296,17.542668
4907.0,25.779057,29.724545
4908.0,20.461794,17.407855
4909.0,18.845003,2.451763
4910.0,21.930904,-3.970240
4911.0,26.948113,-15.633967
4912.0,-10.678418,-28.485437
4913.0,-41.407784,-19.503616
4914.0,-24.381068,5.700654
4915.0,-15.430849,18.559168
4916.0,-13.820853,17.232532
4917.0,-11.323380,18.424971
4918.0,6.481430,14.748203
4919.0,44.956520,-7.028083
4920.0,36.120494,-27.414656
4921.0,5.632200,-23.459599
4922.0,4.866842,-8.528748
4923.0,-0.025787,-1.120120
4924.0,-12.085678,8.712747
4925.0,-36.271927,25.663603
4926.0,-44.150882,26.855274
4927.0,-3.861216,4.906425
4928.0,13.257080,-13.840006
4929.0,5.842166,-16.442547
4930.0,17.926886,-18.443427
4931.0,30.362473,-20.309144
4932.0,37.412970,-4.178101
4933.0,9.710457,20.997597
4934.0,-28.746669,26.682207
4935.0,-18.881871,14.387625
4936.0,-14.192959,5.933373
4937.0,-28.392607,-1.548439
4938.0,-25.904471,-19.495179
4939.0,-8.117054,-30.219129
4940.0,30.329693,-15.299990
4941.0,37.309466,6.777365
4942.0,11.097763,14.180077
4943.0,17.471918,16.847390
4944.0,20.344353,22.820244
4945.0,-1.581188,14.367724
4946.0,-27.790671,-11.376717
4947.0,-45.015890,-26.304391
4948.0,-18.442834,-19.261861
4949.0,0.772370,-10.295434
4950.0,-11.738421,-5.002923
4951.0,5.447946,11.121711
4952.0,31.571442,29.131282
4953.0,40.757735,23.848078
4954.0,25.303638,1.912854
4955.0,-10.482201,-10.348314
4956.0,-8.381868,-14.020025
4957.0,-3.620278,-22.320357
4958.0,-32.269061,-22.076639
4959.0,-38.375046,-0.000000
4960.0,-20.596032,22.077493
4961.0,10.637507,22.322084
4962.0,27.826792,14.021653
4963.0,10.206973,10.349916
4964.0,20.832779,-1.913224
4965.0,38.061019,-23.853614
4966.0,13.691953,-29.139172
4967.0,-15.186658,-11.125153
4968.0,-34.457566,5.004665
4969.0,-24.444116,10.299417
4970.0,-8.715108,19.270058
4971.0,-26.341208,26.316603
4972.0,-14.249776,11.382439
4973.0,24.213819,-14.375505
4974.0,36.900773,-22.833484
4975.0,30.793751,-16.857816
4976.0,7.231580,-14.189400
4977.0,4.779039,-6.782082
4978.0,11.985761,15.311230
4979.0,-23.830957,30.242496
4980.0,-44.406472,19.511005
4981.0,-27.993927,1.549756
4982.0,-6.949330,-5.938647
4983.0,10.256647,-14.400968
4984.0,2.837394,-26.707980
4985.0,14.856026,-21.018689
4986.0,46.573928,4.182458
4987.0,29.326990,20.331106
4988.0,-2.028239,18.464081
4989.0,-16.764648,16.461592
4990.0,-18.997323,13.856568
4991.0,-12.613471,-4.912484
4992.0,-33.763771,-26.889472
4993.0,-34.000005,-25.697268
4994.0,9.629717,-8.724510
4995.0,27.453735,1.121675
4996.0,24.837460,8.540915
4997.0,17.838385,23.493965
4998.0,17.426510,27.455863
4999.0,27.315164,7.038915
5000.0,-6.117554,-14.771497
5001.0,-41.120558,-18.454776
5002.0,-28.940603,-17.261064
5003.0,-16.474892,-18.590603
5004.0,-9.475168,-5.710526
5005.0,-9.675212,19.538135
5006.0,2.373217,28.536934
5007.0,42.778236,15.662824
5008.0,39.997479,3.977719
5009.0,8.502252,-2.456474
5010.0,1.525382,-17.441966
5011.0,-3.382418,-29.783914
5012.0,-9.271372,-17.578369
5013.0,-32.617401,6.619937
5014.0,-46.607420,16.489586
5015.0,-8.004105,16.737009
5016.0,14.985945,20.707506
5017.0,10.246464,14.988518
5018.0,16.987977,-9.305138
5019.0,25.972576,-27.341899
5020.0,37.938602,-21.341757
5021.0,14.345069,-9.119998
5022.0,-28.555383,-3.254386
5023.0,-23.520328,9.660350
5024.0,-15.293839,27.776749
5025.0,-24.173866,25.768348
5026.0,-24.383865,3.156524
5027.0,-12.302501,-12.394766
5028.0,28.228406,-15.015655
5029.0,41.348300,-20.336677
5030.0,14.035845,-21.672756
5031.0,14.226766,-2.223428
5032.0,17.122401,22.047437
5033.0,1.271685,24.738285
5034.0,-24.202901,13.938830
5035.0,-47.660495,8.202847
5036.0,-22.729778,-1.374064
5037.0,2.458269,-21.906128
5038.0,-7.441312,-30.278411
5039.0,4.470540,-13.200973
5040.0,27.295285,6.281044
5041.0,41.460995,12.168391
5042.0,30.133325,17.905792
5043.0,-10.234572,25.016531
5044.0,-13.012667,13.266741
5045.0,-4.679499,-13.269364
5046.0,-28.182717,-25.031369
5047.0,-37.073268,-17.923496
5048.0,-24.955452,-12.185238
5049.0,8.442951,-6.292226
5050.0,31.926911,13.229703
5051.0,13.190297,30.356301
5052.0,17.678690,21.971160
5053.0,35.100230,1.378688
5054.0,16.721870,-8.233701
5055.0,-11.547502,-13.996787
5056.0,-37.164531,-24.850956
5057.0,-28.890958,-22.156597
5058.0,-7.132461,2.235318
5059.0,-22.247929,21.797260
5060.0,-15.453272,20.461576
5061.0,19.947891,15.113834
5062.0,37.714353,12.480728
5063.0,35.812592,-3.179669
5064.0,7.671495,-25.967519
5065.0,0.269270,-28.002471
5066.0,11.117238,-9.742687
5067.0,-19.733688,3.283416
5068.0,-43.327569,9.204971
5069.0,-32.555444,21.549076
